Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,1,400,508,470,540,512,475,455,568,394,691,420,480,468,453,410,619,535,412,605,530,422,384
3,1,426,450,479,454,419,427,465,299,398,386,509,411,439,604,387,398,438,226,365,318,337,516
2,0,404,350,272,271,470,147,521,397,355,283,511,336,395,301,361,407,376,389,483,236,486,386
3,0,400,277,436,324,375,191,214,315,507,448,296,140,580,395,236,512,364,226,376,235,423,255
3,0,400,322,494,302,350,254,477,394,235,391,380,263,365,537,390,225,345,292,293,369,218,213
2,0,365,350,383,91,423,294,501,541,196,263,537,341,266,329,366,339,274,395,317,387,558,283
2,1,400,532,398,462,496,485,483,536,558,547,481,400,548,523,352,581,363,470,327,727,231,323
3,0,400,345,272,432,271,241,295,330,453,473,369,567,372,267,324,349,316,156,398,481,416,343
3,1,438,450,516,477,500,421,363,522,371,551,421,381,300,498,498,523,294,344,433,485,367,346
2,0,394,350,399,431,395,481,373,337,400,203,359,348,370,509,512,243,357,487,353,545,415,341
3,1,379,450,376,643,395,367,546,274,628,337,292,452,345,362,418,684,503,544,437,556,173,513
2,0,357,350,361,278,401,624,270,333,339,387,328,392,304,410,493,422,370,467,385,294,338,363
3,1,375,450,366,440,449,328,585,282,411,422,321,650,474,416,328,413,513,343,327,336,436,449
2,0,439,350,453,315,419,246,420,283,502,386,566,250,267,368,638,275,472,310,406,211,557,571
3,0,400,267,478,96,250,173,366,320,413,515,234,278,502,179,524,314,440,144,511,334,108,178
2,1,400,530,382,524,632,420,192,728,474,572,342,432,460,510,588,480,390,677,331,675,380,576
3,1,436,450,466,462,448,488,467,475,557,486,331,434,576,391,448,397,380,617,245,446,401,626
2,1,400,520,339,282,476,337,470,500,561,474,371,616,425,504,313,386,407,487,477,586,384,317
2,1,400,530,304,742,437,609,325,584,476,489,470,363,324,389,361,575,536,582,416,509,308,631
2,1,400,475,360,375,271,517,401,490,373,563,473,371,398,458,331,372,344,381,267,599,265,455
2,0,357,350,325,216,304,410,499,403,523,359,469,452,647,297,356,256,445,349,468,424,392,324
2,1,400,520,381,538,494,527,739,396,492,483,250,615,289,360,448,613,333,690,420,506,256,672
2,1,400,545,374,489,368,613,362,435,516,501,379,341,597,649,256,669,337,562,447,454,491,497
2,1,400,471,491,413,345,304,362,572,317,430,470,481,521,574,306,382,587,470,416,510,433,473
2,0,408,350,640,265,373,332,481,282,460,254,293,341,256,209,356,356,451,299,491,287,432,292
3,1,352,450,264,339,364,357,274,485,277,356,339,413,288,431,339,309,242,387,521,411,179,448
3,1,364,450,368,473,377,416,265,365,320,472,396,251,252,537,417,435,495,415,438,531,374,231
2,1,400,487,591,530,585,480,367,571,343,299,427,583,544,690,203,506,373,481,608,388,486,571
3,0,400,325,532,402,168,417,395,273,531,460,306,343,419,468,498,281,355,393,390,346,390,284
2,1,400,537,280,511,500,608,196,645,644,455,474,415,332,510,419,501,587,423,463,682,317,569
2,0,364,350,223,384,186,236,284,385,310,461,366,279,356,430,392,460,309,352,130,436,407,455
2,1,400,546,407,484,324,514,291,441,372,638,537,606,367,482,334,660,555,591,467,553,499,553
3,0,400,333,446,367,533,464,395,333,302,400,456,479,382,405,439,296,220,409,415,168,431,234
2,0,450,350,259,370,453,377,386,317,347,404,296,329,452,346,418,313,406,222,492,337,404,328
3,0,400,259,394,348,216,170,477,331,349,138,371,137,320,185,548,361,470,210,368,185,341,83
3,1,440,450,272,502,332,466,506,196,375,420,543,420,578,506,637,492,372,369,325,384,510,481
3,1,408,450,303,440,450,490,436,364,477,598,385,536,493,579,419,492,411,429,277,564,260,563
3,0,400,282,562,423,437,248,531,361,246,343,720,285,413,573,281,350,315,288,350,322,473,182
3,0,400,256,653,274,474,402,511,397,404,386,458,233,401,331,401,271,377,306,251,148,232,288
2,0,406,350,539,301,393,236,292,187,367,526,405,323,559,123,553,375,395,306,245,372,321,388
3,0,400,305,519,294,341,227,575,141,486,253,360,401,473,340,397,239,365,206,363,300,279,257
3,1,437,450,499,386,484,438,708,390,278,592,357,460,469,424,330,585,510,754,281,522,530,439
3,1,394,450,411,562,486,377,542,381,431,342,561,484,302,391,352,422,269,611,500,556,327,439
3,1,435,450,493,308,526,325,632,377,500,333,270,283,519,611,458,340,483,391,409,361,486,596
2,1,400,507,404,496,393,602,396,404,175,641,451,651,323,477,525,457,423,612,365,597,482,352
3,1,415,450,336,501,411,489,541,421,307,402,396,297,217,457,551,439,341,757,500,486,474,440
2,0,425,350,434,266,482,241,387,311,384,355,541,383,500,411,428,315,469,318,296,202,287,389
3,0,400,268,603,446,468,157,230,400,444,330,391,213,568,181,476,282,456,218,412,407,282,342
2,1,400,549,342,326,562,424,378,639,488,431,523,426,372,454,516,545,475,533,419,506,225,590
2,0,438,350,408,395,498,402,540,175,371,308,330,449,387,233,386,409,315,452,534,241,525,284
3,1,444,450,410,434,423,180,409,511,461,610,481,601,555,349,356,354,491,358,567,413,585,438
3,1,381,450,549,525,475,391,414,562,307,257,407,296,311,595,393,436,441,458,453,418,271,375
3,1,374,450,104,301,354,467,337,474,539,311,342,431,418,413,490,542,445,368,657,259,416,571
2,1,400,497,145,535,293,473,448,556,472,409,242,645,519,459,372,394,509,590,405,373,328,376
3,1,352,450,351,388,529,344,363,393,335,426,584,618,515,342,367,474,314,197,246,355,292,550
3,1,426,450,305,519,421,451,590,422,420,357,427,447,625,477,293,388,563,396,471,376,208,518
2,0,407,350,299,427,434,472,351,335,315,128,412,523,475,350,286,394,596,408,247,455,526,450
3,1,366,450,158,455,362,480,336,253,411,648,374,459,426,372,386,509,379,451,470,520,264,558
2,0,417,350,392,408,269,394,354,160,300,412,459,455,412,378,553,368,345,510,343,187,613,347
3,0,400,252,294,221,419,312,467,151,600,210,407,199,515,145,337,154,409,319,234,110,570,380
3,1,365,450,211,530,285,442,424,384,490,356,286,520,274,405,316,458,411,577,279,406,231,500
3,1,374,450,273,216,413,456,402,474,454,550,519,446,514,409,363,619,377,499,420,579,317,326
3,0,400,259,491,419,399,81,467,337,329,97,467,243,389,320,425,258,607,249,397,178,490,358
2,0,395,350,395,299,218,225,544,246,379,348,406,310,317,464,382,279,406,234,308,414,303,298
3,0,400,258,332,235,562,265,270,302,425,202,453,167,558,266,316,454,346,280,580,322,266,135
3,1,415,450,224,417,596,525,385,451,502,322,232,453,351,581,387,323,374,253,521,603,197,384
2,0,427,350,382,417,321,410,473,351,550,403,371,273,503,275,486,249,397,386,475,504,463,424
2,0,445,350,408,243,306,332,468,347,331,350,347,305,242,252,389,275,456,510,419,319,516,513
2,1,400,515,378,561,251,637,516,435,332,592,614,441,214,685,240,685,483,422,407,385,441,430
3,1,396,450,406,371,497,524,458,676,308,460,304,248,352,486,418,502,417,445,320,440,235,451
3,0,400,333,503,424,204,307,438,450,432,372,419,242,463,363,404,389,543,343,356,474,437,310
3,1,379,450,416,512,468,579,371,410,367,510,339,476,359,509,446,546,393,394,531,306,342,428
2,1,400,459,360,552,403,416,371,478,336,521,447,329,337,569,495,532,414,441,360,461,322,550
3,0,400,254,302,99,437,133,426,275,359,386,366,363,433,449,349,244,335,306,333,254,349,37
3,1,363,450,305,388,341,423,387,441,365,462,428,488,268,356,459,515,351,433,294,560,395,600
3,1,419,450,420,376,270,435,365,399,421,714,378,389,455,389,364,581,608,530,480,635,172,587
2,0,413,350,432,347,637,246,172,143,514,239,305,369,506,361,477,364,534,442,421,299,439,557
3,1,399,450,240,586,293,592,468,292,409,413,526,297,308,543,521,437,427,439,275,346,376,367
2,1,400,489,499,622,361,461,293,646,396,682,276,397,351,507,291,468,533,375,405,285,298,354
2,0,423,350,364,167,455,372,645,372,190,356,396,376,296,484,288,397,251,366,534,238,476,299
2,0,350,350,227,310,414,336,359,570,352,303,298,368,295,398,490,472,233,444,382,434,518,422
3,0,400,285,212,304,408,299,374,281,397,464,309,459,404,112,230,452,531,410,361,179,450,150
3,1,369,450,373,391,295,265,501,453,500,429,293,459,386,364,502,379,532,497,400,221,492,387
3,0,400,265,432,274,530,347,469,279,436,378,463,258,253,438,496,194,315,305,491,426,499,363
2,0,368,350,232,368,248,337,303,412,246,400,480,572,350,88,98,143,442,333,337,343,212,465
3,0,400,263,470,77,425,343,469,336,542,250,238,280,278,97,306,260,343,353,509,107,361,219
3,1,416,450,350,355,614,493,585,187,398,280,426,489,380,383,244,363,496,390,522,443,366,193
2,1,400,483,316,531,409,436,372,474,479,526,606,407,386,514,574,393,318,533,286,521,233,511
3,0,400,316,529,356,241,309,555,534,533,204,408,190,538,484,377,261,335,190,320,430,395,284
2,0,450,350,359,330,391,327,308,482,510,342,574,382,443,161,440,477,483,400,372,356,407,431
3,0,400,336,283,380,537,299,234,208,368,500,378,231,372,451,510,313,406,318,338,435,390,374
2,0,408,350,283,335,429,258,374,382,466,334,446,255,355,445,538,152,565,414,449,477,399,374
3,1,425,450,407,356,302,432,493,536,316,443,250,561,387,473,601,403,325,397,488,468,400,373
2,1,400,528,369,549,465,475,401,387,355,544,602,558,444,403,334,623,363,637,415,682,370,636
3,1,427,450,446,459,407,477,393,542,284,500,282,538,481,434,376,569,421,128,546,507,375,630
3,0,400,291,408,184,524,268,349,337,230,284,500,150,449,271,388,426,424,306,427,87,498,196
2,0,449,350,489,223,283,428,469,439,331,401,501,194,518,492,413,295,512,217,541,344,396,484
3,0,400,270,194,168,532,355,473,444,412,163,485,439,266,259,452,320,368,28,306,296,475,110
2,0,361,350,390,334,281,438,409,434,327,225,422,502,133,332,384,344,489,303,558,357,142,294
2,1,400,487,405,554,468,481,373,421,454,425,331,507,379,363,352,541,367,590,463,444,460,514
2,1,400,452,517,353,396,266,303,329,325,220,566,461,416,424,331,536,412,590,457,567,411,467
3,0,400,347,343,232,488,233,432,366,311,533,529,281,347,335,328,332,347,242,472,436,395,293
2,0,447,350,600,431,503,411,550,449,431,298,359,198,535,386,453,262,306,418,445,244,595,184
3,1,361,450,373,340,269,507,523,387,404,451,580,505,485,527,225,585,252,409,383,406,505,463
3,1,381,450,324,541,434,345,401,334,319,476,459,446,521,384,490,537,360,523,285,421,437,339
3,1,433,450,295,412,499,327,477,459,532,305,499,460,422,386,355,525,630,490,582,533,284,423
3,0,400,283,499,407,287,391,540,247,529,208,462,152,130,375,605,238,228,267,382,315,388,240
2,1,400,543,363,489,300,571,429,593,402,483,508,594,312,545,415,655,337,706,420,493,452,593
2,1,400,486,323,633,413,525,394,541,380,478,408,296,242,466,349,559,536,596,232,309,481,583
2,0,428,350,307,285,418,234,415,280,398,349,591,379,593,322,184,256,419,209,408,163,500,452
3,1,422,450,548,307,282,483,281,481,395,700,361,371,206,404,379,469,533,475,449,443,374,412
2,1,400,474,657,464,501,377,506,645,626,359,517,401,428,365,433,583,424,476,461,426,409,351
2,1,400,483,333,404,493,432,538,497,445,379,527,526,458,513,324,558,350,432,460,399,379,416
2,1,400,479,265,435,643,294,237,600,322,358,166,457,430,595,327,392,532,483,386,510,436,528
3,1,438,450,402,461,405,335,273,447,548,459,482,326,474,385,563,299,638,566,360,365,579,451
3,0,400,263,522,246,488,334,423,271,379,302,263,192,358,209,393,137,371,118,484,338,205,96
2,1,400,451,407,466,177,393,431,267,458,447,542,549,299,498,592,443,461,478,307,351,416,457
3,0,400,298,328,244,489,412,285,302,389,284,336,352,363,248,466,243,486,44,283,166,569,359
2,1,400,475,218,508,490,779,233,226,503,578,419,588,386,400,498,479,202,581,320,635,536,560
2,0,436,350,577,323,295,425,339,322,342,416,251,304,375,303,432,332,415,254,440,235,341,310
3,1,357,450,340,502,386,447,286,476,307,355,412,405,456,313,386,453,427,623,296,487,337,551
2,1,400,496,471,448,284,393,154,618,280,502,334,566,300,486,569,693,112,492,396,487,348,444
2,1,400,474,427,590,378,498,303,535,485,293,432,429,411,438,499,372,344,433,113,569,356,532
3,0,400,302,415,219,510,164,344,328,339,210,571,351,371,306,401,409,346,204,370,365,475,347
2,0,436,350,378,319,275,334,369,473,257,294,489,386,376,430,505,396,208,371,328,407,284,383
3,1,431,450,463,433,440,517,516,593,553,451,314,517,560,513,526,457,525,364,525,421,247,436
3,1,391,450,228,451,444,387,346,343,393,451,455,456,527,578,307,523,486,323,534,410,351,479
3,0,400,321,367,159,450,442,348,318,429,488,499,372,474,185,485,536,256,452,402,316,360,259
3,0,400,296,476,213,400,342,314,227,468,273,303,181,484,330,370,297,492,208,353,519,210,331
3,1,396,450,381,595,208,400,423,534,515,313,353,322,435,389,338,397,191,356,542,567,405,440
3,0,400,338,483,394,581,385,241,375,184,343,372,233,520,405,219,334,470,353,521,380,597,472
2,1,400,456,371,429,315,577,327,445,292,435,489,531,551,425,326,495,345,367,522,440,295,348
2,1,400,511,311,579,299,511,456,516,320,565,500,407,145,572,513,650,443,561,429,418,294,317
3,1,355,450,286,558,539,193,381,413,366,337,467,601,430,390,189,378,155,380,345,342,338,513
3,0,400,301,320,289,500,253,475,342,431,423,542,377,388,245,318,261,230,192,426,180,374,562
3,1,351,450,250,622,161,401,168,446,334,410,369,407,408,544,165,339,446,469,405,350,393,454
3,1,370,450,434,576,308,477,410,678,381,563,502,471,363,474,306,460,419,413,446,439,331,260
3,0,400,309,326,386,291,229,362,315,438,273,472,195,315,164,339,215,403,310,472,615,281,527
2,0,396,350,345,379,499,277,473,376,461,416,380,367,375,369,552,393,421,258,322,248,363,336
3,1,404,450,318,576,439,487,400,411,406,541,443,213,409,632,495,351,289,460,383,389,420,486
3,0,400,327,424,206,422,387,333,514,542,307,381,329,380,176,484,319,369,402,410,356,486,265
2,0,422,350,376,481,407,482,526,552,256,164,374,221,522,205,440,462,406,318,550,445,452,217
3,1,350,450,397,501,273,448,282,325,451,570,200,392,536,443,153,523,324,526,384,343,369,336
2,1,400,512,294,509,362,425,354,452,408,353,470,430,226,658,566,481,224,471,246,530,219,567
3,1,436,450,295,566,327,613,467,517,448,307,462,405,298,438,339,400,362,512,607,473,690,534
3,0,400,346,420,267,342,370,612,319,331,383,386,207,373,209,358,385,487,247,372,174,468,283
2,0,426,350,492,85,432,270,298,338,325,284,316,178,401,429,481,407,428,410,625,486,437,408
3,0,400,344,306,270,361,535,250,284,422,225,343,390,418,400,378,300,276,382,398,414,401,208
3,1,380,450,393,338,457,490,434,465,90,441,368,348,354,481,464,479,349,480,326,603,303,520
2,1,400,460,300,421,591,481,387,438,256,427,482,406,554,485,267,555,344,417,354,483,381,458
2,1,400,493,334,488,132,303,309,525,470,366,243,594,431,688,291,612,282,346,545,374,240,329
2,1,400,455,467,573,257,361,281,467,397,529,408,630,582,650,394,319,468,494,435,649,373,567
2,1,400,450,337,284,442,420,460,539,436,619,487,440,625,358,224,556,439,285,234,365,345,371
2,0,407,350,537,230,429,366,478,256,485,303,454,216,372,388,365,175,405,336,454,434,392,273
2,0,432,350,399,174,526,233,347,329,411,389,405,344,516,441,315,305,410,357,521,228,208,284
3,0,400,341,554,161,310,354,335,573,287,277,481,207,337,93,352,456,441,402,324,424,424,369
2,0,378,350,485,121,300,379,556,396,311,238,427,169,407,356,449,425,271,255,431,172,543,435
3,0,400,339,306,370,516,488,445,467,378,486,351,517,401,437,483,181,506,382,497,131,265,285
3,1,437,450,409,469,527,665,482,314,364,470,420,292,497,349,454,490,414,419,302,658,360,507
2,1,400,490,561,405,353,495,417,526,267,546,618,379,484,481,432,385,393,441,353,637,354,491
2,1,400,454,380,277,527,417,427,451,421,534,359,439,519,400,420,669,411,408,479,333,369,454
3,0,400,307,585,287,431,140,540,387,323,188,429,369,502,235,452,269,451,316,306,302,399,241
2,0,396,350,326,180,307,423,239,345,277,363,369,310,348,307,541,393,558,420,429,367,328,292
3,1,410,450,400,464,385,430,308,485,490,415,272,342,569,406,392,471,548,434,483,578,423,277
2,0,350,350,233,279,196,466,453,365,363,476,421,242,407,335,375,295,445,363,473,71,350,194
3,0,400,300,534,366,443,380,356,246,416,248,514,302,525,292,376,303,315,208,315,191,348,459
3,1,376,450,432,503,358,384,469,461,434,428,147,510,468,571,407,504,402,596,353,309,417,218
3,1,381,450,420,353,200,634,474,512,475,254,416,343,318,366,384,428,396,622,169,300,119,469
