Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
1,0,520,350,364,392,649,338,656,346,586,389,513,446,496,314,563,214,533,384,767,148,614,523
0,1,322,450,260,452,198,495,261,564,180,570,281,494,356,370,405,503,422,276,370,412,252,458
1,1,358,450,323,593,420,491,391,493,313,443,420,358,331,218,274,497,125,359,412,524,397,619
1,1,364,450,312,446,308,463,302,371,331,607,450,419,398,517,543,533,316,467,457,354,495,371
1,1,422,450,444,521,383,446,342,434,544,361,304,459,462,504,428,364,275,503,358,619,538,466
1,1,367,450,316,480,428,477,400,361,207,560,271,483,294,595,416,573,490,426,385,284,442,623
0,1,495,450,468,569,411,376,460,507,479,441,517,423,516,293,451,433,678,461,544,297,499,377
1,1,414,450,386,376,318,514,388,354,637,350,433,455,498,357,314,547,416,380,236,476,380,366
1,0,472,350,623,476,336,456,610,356,395,372,292,496,463,520,489,300,444,464,480,385,526,357
0,1,525,450,380,388,322,319,607,423,526,338,621,497,491,394,570,335,658,356,529,358,346,282
1,1,405,450,450,461,330,408,480,398,433,617,311,561,392,443,490,435,475,450,615,427,349,395
1,0,458,350,427,313,472,448,516,309,464,275,611,85,397,203,573,322,428,310,234,476,377,338
0,1,522,450,476,511,553,335,417,181,508,338,442,500,500,565,624,530,540,492,694,396,444,496
1,0,296,350,344,409,411,420,223,307,370,474,295,273,127,497,337,490,446,339,200,473,359,324
0,1,436,450,390,283,471,346,356,434,339,468,410,422,498,415,396,489,523,644,569,586,355,494
1,0,336,350,501,516,276,243,209,132,345,375,328,524,229,432,289,308,266,364,347,514,250,186
1,1,445,450,515,384,255,412,477,489,467,334,437,552,419,438,473,563,373,388,282,421,485,439
1,1,397,450,563,583,404,414,402,331,349,545,446,319,465,487,333,519,358,442,438,470,347,576
1,1,432,450,246,415,365,371,468,203,484,556,488,425,631,416,577,355,499,484,432,677,472,493
0,0,417,350,408,268,561,345,479,437,406,220,363,337,412,170,233,413,340,432,442,413,368,375
1,1,374,450,379,519,551,234,322,301,173,255,355,629,365,335,545,440,309,330,355,459,227,486
1,0,449,350,289,410,419,424,390,258,551,307,539,311,352,309,404,394,332,440,574,330,387,262
1,1,379,450,393,275,241,492,366,703,424,423,510,555,555,571,343,555,287,432,344,404,307,516
0,0,358,350,285,408,312,526,445,349,352,581,468,274,262,344,316,446,223,294,394,574,409,205
1,1,426,450,378,504,433,585,320,574,558,300,546,535,348,383,313,632,366,400,295,417,454,359
0,1,457,450,397,494,501,530,372,532,425,546,381,214,336,379,485,362,368,434,471,413,363,427
0,1,474,450,483,299,303,286,454,298,512,441,430,357,389,412,490,245,649,510,357,382,345,606
1,0,254,350,441,393,261,197,247,396,140,369,281,329,333,528,364,424,409,494,275,286,284,317
0,0,397,350,326,419,316,289,460,316,393,248,450,376,419,151,528,509,485,276,390,141,464,327
1,0,288,350,302,426,322,426,99,349,99,165,195,414,266,236,215,347,261,483,76,457,359,413
1,1,371,450,298,485,385,391,199,313,337,549,447,371,436,373,368,567,315,554,87,530,515,490
0,1,425,450,383,315,470,348,364,304,516,494,369,422,532,459,323,335,529,214,378,403,270,304
1,1,449,450,486,531,431,539,316,428,467,430,518,329,464,344,423,478,416,495,529,364,359,505
0,1,319,450,518,398,362,351,310,573,409,429,401,325,322,410,294,598,428,518,244,379,390,361
1,1,401,450,357,404,341,402,548,516,417,296,456,547,346,559,397,394,237,522,280,278,501,428
1,0,417,350,452,219,417,364,409,407,340,284,309,475,356,410,387,461,364,383,454,433,350,228
0,0,382,350,570,252,357,434,421,423,323,208,217,331,505,207,372,346,328,477,306,314,321,209
0,0,369,350,457,581,239,400,287,355,496,239,335,227,349,492,227,408,463,233,494,350,427,238
0,0,442,350,515,345,398,439,442,493,402,393,417,304,505,104,523,405,496,367,297,355,558,398
1,0,514,350,638,221,578,260,428,333,468,312,459,308,454,362,323,371,524,204,654,393,641,382
0,1,508,450,399,530,663,387,599,390,517,511,331,424,535,486,518,386,370,394,448,499,765,624
0,0,437,350,545,335,513,146,689,115,420,272,323,362,304,443,577,241,376,402,544,377,544,347
0,1,452,450,450,418,282,269,450,374,453,485,245,389,330,340,534,487,511,730,581,503,613,444
1,1,374,450,623,431,268,490,369,396,313,506,195,396,276,410,381,479,399,532,516,568,355,462
0,1,347,450,481,565,349,412,228,360,31,503,148,509,359,397,429,431,331,436,276,462,380,394
0,1,383,450,400,431,165,361,267,376,86,380,383,652,397,494,404,305,572,326,347,442,386,517
0,0,369,350,333,243,413,349,376,242,411,159,474,439,383,401,117,465,513,304,283,388,434,350
0,0,409,350,560,440,339,421,431,392,355,470,343,342,392,295,519,341,376,322,339,224,291,320
1,1,367,450,403,528,250,265,247,543,385,384,381,656,536,478,389,430,473,467,348,595,307,289
1,1,393,450,308,605,490,577,483,412,451,467,435,714,286,279,391,385,480,443,263,478,376,412
0,1,379,450,396,557,395,355,372,511,383,518,536,559,425,543,418,736,414,261,504,427,591,503
1,0,439,350,444,287,537,289,354,288,340,383,615,370,428,282,538,551,449,447,577,213,413,268
0,1,500,450,501,371,563,413,446,283,512,389,508,474,663,392,551,511,442,336,578,543,616,414
1,0,332,350,370,433,443,327,263,318,417,344,244,333,274,367,469,340,622,280,469,427,556,335
0,1,520,450,476,533,630,487,571,443,516,586,562,362,581,601,384,381,429,479,495,578,404,317
0,1,544,450,571,307,372,694,578,387,645,576,685,323,490,388,485,333,455,481,387,510,604,450
1,1,400,450,225,551,398,656,344,435,373,398,473,556,485,370,430,527,412,454,332,265,515,504
0,0,444,350,631,324,322,250,388,214,307,290,436,483,436,379,420,343,393,282,236,366,391,246
0,1,466,450,319,341,639,346,431,579,721,463,437,491,362,646,496,626,468,373,508,245,449,378
1,0,515,350,516,467,475,425,435,383,450,229,565,425,446,445,266,276,478,407,477,303,637,281
0,0,393,350,184,574,370,285,487,395,401,398,336,341,379,427,494,432,500,310,354,134,315,338
0,1,489,450,295,533,550,434,479,550,514,550,554,465,440,445,504,520,507,470,612,473,441,385
0,1,528,450,327,580,501,431,667,280,385,488,441,317,471,504,477,272,479,547,638,361,508,470
1,0,397,350,374,475,358,330,479,355,591,303,348,368,362,275,521,495,500,304,426,122,377,350
1,1,447,450,370,497,501,540,510,642,573,435,574,579,323,448,587,423,500,512,370,404,425,624
0,0,421,350,366,266,354,74,226,478,384,267,464,418,624,230,639,254,266,475,340,422,560,207
1,1,411,450,441,428,271,505,416,537,343,531,429,413,432,505,392,565,381,263,526,338,436,458
1,0,508,350,660,287,524,204,605,360,548,396,513,313,460,406,436,159,435,400,637,344,473,324
1,0,301,350,220,178,371,341,343,348,327,355,142,286,316,272,294,240,288,348,398,581,205,392
1,0,342,350,164,412,96,347,396,442,283,400,405,403,265,388,429,483,310,282,302,385,349,372
1,1,449,450,318,555,468,422,466,386,518,293,287,353,492,424,414,401,577,374,385,642,485,380
1,0,307,350,129,281,468,287,171,327,219,472,336,318,397,259,264,395,423,384,372,290,269,344
0,0,353,350,468,214,218,261,276,489,422,417,340,447,423,338,400,260,370,137,285,341,357,401
0,1,322,450,357,598,332,341,248,470,359,274,449,531,256,468,352,267,484,271,248,404,79,478
1,1,370,450,270,749,719,316,302,698,477,415,497,311,336,337,129,427,433,631,418,508,308,444
1,0,423,350,438,455,392,458,292,239,312,392,276,331,406,325,408,324,372,341,430,390,293,420
1,0,398,350,345,315,510,326,512,483,481,503,396,170,516,422,513,393,405,271,449,288,524,410
0,0,392,350,375,494,346,267,294,293,323,302,315,308,331,362,398,328,396,355,366,353,302,506
0,0,390,350,434,309,306,439,326,578,558,311,417,505,425,377,139,296,435,375,417,418,372,365
1,0,404,350,384,272,545,256,390,483,561,386,333,271,509,308,489,380,466,340,321,460,617,361
0,0,378,350,488,213,526,319,359,426,206,349,612,578,167,390,469,275,468,406,289,352,417,401
1,1,358,450,252,540,300,487,311,564,442,571,185,444,312,470,355,294,410,437,476,359,366,402
1,0,354,350,253,347,353,290,319,401,266,466,428,394,234,423,408,422,384,312,321,448,392,368
0,0,363,350,283,305,183,371,162,286,358,346,300,372,312,390,448,468,412,404,308,570,409,374
1,0,515,350,363,307,764,241,602,488,510,282,597,413,554,347,534,522,648,179,684,93,552,405
1,0,320,350,424,411,195,287,442,353,163,318,365,443,352,294,409,294,237,379,432,506,15,308
1,1,374,450,486,480,368,348,422,494,508,378,288,431,256,381,239,388,604,420,284,324,319,325
1,1,353,450,489,410,308,516,335,321,392,672,367,511,528,582,78,491,387,453,430,347,401,590
0,0,436,350,363,226,443,340,336,431,475,423,649,259,462,424,241,362,473,363,593,532,598,321
1,1,398,450,338,415,490,470,377,362,496,500,515,547,477,577,327,299,409,422,481,474,496,499
0,0,371,350,395,385,368,421,349,352,552,282,378,326,399,319,367,214,256,279,348,409,532,304
1,1,354,450,315,523,368,289,328,339,316,628,405,537,357,483,358,400,289,438,199,432,449,398
1,1,355,450,197,767,429,469,405,434,371,376,285,561,410,301,325,397,283,476,199,487,243,454
0,0,369,350,263,418,258,243,374,443,481,471,269,305,451,269,300,209,446,475,334,315,524,311
1,0,455,350,326,307,452,122,319,515,430,182,464,283,368,485,632,440,485,314,151,197,543,357
1,0,265,350,116,362,345,263,70,142,328,361,348,349,237,207,300,431,191,546,297,478,118,370
0,0,358,350,427,290,319,313,275,245,410,351,289,312,261,302,377,403,351,223,234,358,419,95
1,1,411,450,484,587,364,428,376,304,270,484,423,500,468,455,440,349,517,453,256,458,358,379
0,0,379,350,531,409,450,483,561,248,389,232,298,420,449,262,375,159,345,489,362,485,448,212
0,1,342,450,334,554,430,529,476,526,293,339,402,474,155,478,375,495,345,604,213,314,312,342
1,0,466,350,635,441,532,433,585,327,546,268,442,315,318,259,390,337,371,343,421,436,528,440
1,1,432,450,420,507,367,646,466,514,238,532,530,405,386,532,516,438,441,543,350,539,540,499
0,1,373,450,214,404,396,394,212,405,376,340,543,614,436,683,344,432,532,682,289,446,380,414
0,0,376,350,423,330,289,339,368,319,349,518,285,325,331,482,184,254,383,443,350,366,293,226
1,0,520,350,550,235,665,521,474,430,506,289,571,447,647,426,453,273,287,354,646,463,606,302
1,1,404,450,428,456,287,359,255,458,362,540,483,390,512,384,392,391,307,364,389,391,540,418
1,0,269,350,254,392,183,304,178,433,354,528,320,342,351,376,300,434,190,357,295,301,316,154
1,0,545,350,647,249,533,303,483,391,489,293,669,543,452,396,330,394,535,515,574,544,493,392
0,1,330,450,123,599,204,562,382,517,93,448,259,394,490,525,407,564,199,510,480,398,242,425
1,1,389,450,428,414,463,407,613,520,434,222,389,345,414,450,443,266,297,357,171,602,472,565
0,1,271,450,287,469,258,373,167,528,85,453,372,485,365,359,308,422,234,498,239,416,259,578
0,1,318,450,433,386,391,663,247,521,465,430,337,664,277,376,257,335,313,524,329,572,287,513
0,1,519,450,525,604,552,253,408,326,536,355,575,576,431,489,572,261,562,507,625,427,535,468
1,0,390,350,374,317,419,242,443,371,363,352,388,305,329,359,434,401,297,433,330,255,492,427
0,1,438,450,357,589,334,398,498,524,279,339,531,393,641,500,482,681,629,218,267,442,456,569
0,1,370,450,183,561,410,437,356,581,275,494,435,520,398,398,411,477,460,412,251,306,613,445
1,1,400,450,536,447,242,283,445,409,334,659,517,503,462,505,370,371,491,395,400,428,416,585
0,0,393,350,581,286,257,309,399,429,536,257,330,442,366,443,348,439,364,289,431,210,504,432
1,1,418,450,542,426,537,465,367,415,471,444,473,352,420,431,446,298,464,388,307,470,385,435
1,0,543,350,531,327,324,235,688,357,540,268,490,377,377,387,557,330,525,333,495,433,621,445
0,1,545,450,574,401,468,501,427,301,377,524,628,343,506,529,396,488,567,465,543,566,564,567
1,0,300,350,351,497,247,332,336,309,411,335,349,508,365,347,249,263,349,370,250,414,372,491
1,0,390,350,325,440,346,220,435,384,299,483,344,340,308,314,223,211,550,542,432,297,381,485
1,1,360,450,445,529,334,435,429,424,284,299,340,533,442,483,339,452,388,469,392,582,394,320
0,0,449,350,500,319,505,407,542,210,609,330,457,390,455,372,410,368,413,436,579,295,577,416
1,1,399,450,606,506,484,493,515,429,378,586,450,565,339,438,427,492,293,393,218,429,445,511
1,0,519,350,585,230,719,339,583,586,380,375,599,220,668,150,445,430,646,212,405,227,425,158
1,1,391,450,331,542,378,554,373,275,499,478,435,560,388,254,379,378,406,530,396,527,414,497
0,1,342,450,330,527,245,480,494,696,343,644,347,698,313,208,204,260,506,606,404,414,346,356
0,1,387,450,375,565,472,505,376,526,283,440,380,670,338,395,447,541,479,533,353,350,440,308
0,0,351,350,224,239,356,230,473,265,261,468,182,460,366,228,286,356,442,425,315,140,344,321
1,1,429,450,575,360,535,480,438,434,281,645,359,345,615,557,378,670,388,532,466,440,527,571
0,0,404,350,508,396,357,360,362,435,389,297,321,290,437,277,493,333,367,502,538,337,404,476
0,0,433,350,207,457,487,536,403,543,622,328,474,243,559,446,282,201,470,309,362,365,255,356
0,0,441,350,452,313,676,466,459,264,494,213,486,280,394,418,424,427,483,334,359,304,336,378
0,0,391,350,393,363,353,372,424,227,338,458,405,468,547,482,342,384,426,285,404,514,395,215
1,1,450,450,274,595,466,545,361,471,306,306,535,239,572,581,436,522,362,396,567,410,732,354
1,0,510,350,349,312,374,378,727,471,369,388,478,154,334,400,559,170,550,286,636,337,456,457
1,1,448,450,450,483,533,465,473,364,298,500,474,328,468,493,583,542,472,498,464,567,220,339
1,1,374,450,322,367,446,414,394,472,547,472,430,524,347,569,475,683,274,505,473,668,308,439
1,0,415,350,417,405,398,377,501,237,517,223,243,291,473,382,344,474,322,365,246,569,395,398
0,1,525,450,261,397,481,365,473,283,435,419,383,640,743,593,366,528,545,514,695,601,659,493
1,0,528,350,599,247,585,172,393,386,465,312,567,288,495,417,229,447,519,256,431,360,474,461
0,0,419,350,502,408,357,424,372,367,307,314,539,320,549,434,333,226,370,213,443,258,305,440
1,1,411,450,370,401,463,497,450,482,163,533,394,526,448,455,371,293,461,362,342,529,310,483
0,1,474,450,470,451,451,433,545,210,588,351,512,275,357,436,518,314,354,631,327,520,539,507
0,1,400,450,401,310,414,584,429,461,433,403,433,221,217,460,473,451,552,454,473,612,438,585
0,1,319,450,185,387,258,459,358,543,301,347,432,434,325,571,371,469,357,363,177,388,314,401
1,1,408,450,589,322,376,664,418,443,383,533,303,656,565,412,357,567,445,360,472,384,258,546
0,1,274,450,245,572,334,382,255,605,190,326,432,637,222,325,343,412,316,382,73,545,352,520
0,0,351,350,360,487,424,233,473,171,303,304,527,390,351,423,382,227,375,159,322,244,389,300
0,1,393,450,381,550,337,331,430,531,324,503,422,456,412,424,437,579,415,579,318,370,480,499
0,1,486,450,477,490,465,660,458,431,393,463,573,426,514,434,353,471,387,413,339,251,550,690
1,0,444,350,450,225,396,120,470,284,433,443,497,391,469,271,495,287,502,222,311,398,265,233
0,1,444,450,277,328,599,502,440,396,475,451,419,402,349,258,357,652,532,256,490,493,515,600
0,1,542,450,298,476,533,419,588,514,510,447,399,475,530,340,614,459,371,398,435,329,568,433
0,1,510,450,516,266,638,426,491,478,461,555,594,424,737,439,753,296,479,520,671,541,447,451
1,0,318,350,315,444,339,350,400,433,414,312,226,304,252,373,245,377,296,298,374,387,487,197
1,0,431,350,297,310,550,319,336,447,376,338,482,501,304,327,363,327,399,483,356,596,475,375
0,0,375,350,379,246,411,488,555,400,399,519,173,350,306,469,505,497,400,341,422,296,432,357
0,1,385,450,493,386,269,482,153,216,624,416,316,364,455,555,334,578,284,288,481,556,455,320
1,0,461,350,617,443,623,461,550,417,324,119,302,420,305,417,433,376,417,188,400,244,476,190
1,0,379,350,447,409,237,247,391,274,355,216,407,305,411,482,520,417,567,382,477,412,270,519
0,1,333,450,451,435,351,338,366,436,244,399,374,537,273,398,271,595,342,363,354,425,473,433
0,0,375,350,342,385,522,361,449,474,366,386,335,349,497,408,336,335,334,479,439,211,495,360
1,1,385,450,409,668,373,513,357,539,522,494,449,492,491,470,344,430,342,646,415,365,384,618
0,0,441,350,553,488,568,437,450,323,331,454,499,363,509,387,336,363,525,604,514,462,457,412
1,1,413,450,296,443,303,382,293,345,90,391,356,539,641,373,544,520,365,541,529,494,359,587
1,0,257,350,354,456,189,455,226,160,340,445,239,197,236,313,272,338,411,410,276,300,180,206
