Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
6,0,416,350,612,279,278,414,559,178,552,180,314,294,472,346,524,348,440,381,225,381,515,412
6,0,396,350,483,440,398,482,340,432,578,231,524,306,406,310,293,227,297,356,206,261,455,483
6,0,445,350,338,458,605,400,469,426,478,215,522,418,282,523,425,447,540,190,460,178,550,196
6,1,387,474,363,294,326,494,491,406,326,340,268,537,366,555,512,549,188,395,359,479,542,376
6,1,399,450,359,405,296,460,339,574,421,539,341,457,407,457,390,511,549,522,291,326,432,507
6,1,405,453,598,463,353,356,503,391,398,351,409,522,246,492,172,494,422,399,410,630,518,495
7,1,416,450,242,429,341,425,392,612,604,505,542,628,534,425,414,415,371,352,494,437,455,419
6,0,361,350,337,441,418,305,504,256,257,468,383,424,399,210,298,364,312,410,490,332,566,419
6,1,414,478,587,452,490,458,517,364,580,376,423,376,400,160,402,645,578,394,388,555,363,531
7,0,384,316,449,231,432,319,295,493,430,344,527,354,569,315,300,405,384,437,178,236,465,260
7,1,351,450,519,430,221,472,49,671,441,423,381,396,352,394,240,372,547,611,379,400,226,419
6,1,395,454,387,280,352,372,337,397,235,510,296,435,543,504,332,338,354,475,604,502,440,480
6,1,405,453,404,475,346,318,444,509,350,487,415,403,199,604,428,572,500,477,491,567,378,377
7,0,395,346,234,406,494,339,303,590,479,113,363,279,375,317,315,255,369,464,418,481,408,234
6,0,400,350,481,438,456,429,538,403,300,509,413,381,546,241,353,268,303,255,534,364,407,301
7,1,353,450,201,296,348,326,229,461,451,484,448,289,322,231,245,428,406,474,384,462,354,415
7,0,400,350,251,388,307,440,332,358,295,287,560,267,332,183,299,401,121,396,495,436,441,335
6,0,379,350,217,500,365,476,465,261,437,148,464,449,638,604,583,347,336,637,382,279,550,384
6,0,360,350,332,332,314,277,462,169,461,216,329,364,413,266,285,233,356,373,117,407,268,195
6,0,422,350,478,241,629,295,341,348,373,367,454,253,386,362,418,307,368,313,218,242,510,281
7,0,397,349,403,343,302,540,375,334,430,453,326,280,277,293,296,340,430,405,172,371,312,338
6,0,401,350,567,204,362,372,501,369,293,557,512,505,410,538,347,378,425,276,321,585,336,284
6,1,384,487,463,302,340,500,470,571,387,594,446,397,592,402,367,472,417,486,240,498,352,608
7,1,363,450,209,368,450,588,124,477,196,371,204,516,477,364,427,382,258,512,379,381,233,471
7,0,393,343,481,228,459,350,442,387,245,247,344,402,396,314,428,317,525,427,399,243,337,397
7,0,418,305,457,340,576,308,328,157,304,329,412,516,404,185,359,324,245,359,306,399,554,301
7,1,409,450,457,392,436,474,406,614,396,368,347,531,276,528,147,447,429,491,424,408,560,412
7,1,396,450,395,381,324,530,730,507,291,432,196,621,649,579,463,321,319,369,455,356,241,552
6,0,411,350,410,392,442,268,389,314,487,206,373,235,93,262,363,405,611,364,452,204,262,529
6,0,368,350,292,443,429,366,262,360,388,568,542,302,222,257,571,376,495,202,186,403,214,345
6,0,368,350,284,261,254,386,245,338,357,437,241,298,421,319,450,443,336,236,431,364,441,279
7,1,350,450,474,502,411,547,411,520,267,428,235,423,367,643,390,488,486,566,390,355,254,365
7,0,387,325,388,300,372,169,340,373,357,333,513,459,488,290,473,187,458,270,320,358,128,349
6,1,385,482,368,423,481,443,194,424,365,508,448,624,401,505,391,485,394,414,288,371,444,474
7,1,406,450,313,392,339,301,552,327,456,501,551,314,474,533,581,364,306,541,322,585,437,330
7,0,412,331,354,194,294,330,371,276,369,263,292,297,418,318,502,246,329,327,540,350,422,372
7,1,368,450,406,519,382,567,352,337,483,396,278,490,345,501,207,462,96,343,395,593,222,414
6,0,370,350,367,522,361,311,353,409,437,609,503,431,471,269,262,184,275,348,255,320,300,449
7,1,416,450,374,403,435,407,432,394,379,696,544,487,604,462,315,637,447,518,372,630,432,420
6,1,402,450,358,354,346,398,425,615,396,564,330,551,214,419,492,464,481,391,209,641,384,583
7,0,399,350,501,431,398,590,362,325,338,250,467,430,383,68,527,395,466,376,573,370,305,109
6,1,413,473,505,626,420,434,410,434,476,404,372,367,342,678,419,435,362,554,376,457,388,470
6,1,387,474,354,452,390,487,357,442,396,409,418,716,204,358,119,632,412,525,319,580,319,592
7,0,409,339,556,429,409,320,458,372,592,436,551,545,336,302,293,206,495,203,463,362,341,385
6,0,403,350,505,389,491,495,415,267,329,272,528,350,191,420,478,426,581,393,185,465,371,317
7,1,394,450,295,347,363,585,315,541,477,603,549,542,263,442,364,558,367,725,499,608,418,536
7,1,426,450,505,527,533,288,273,559,491,469,451,590,485,214,571,556,368,348,246,284,348,534
7,0,414,322,438,221,393,120,518,259,469,299,479,312,485,450,344,493,361,415,353,401,479,500
6,0,401,350,405,366,321,237,453,380,417,335,252,425,418,388,313,120,390,237,552,336,412,371
7,1,434,450,429,644,480,451,486,442,300,354,635,385,584,293,402,359,303,367,530,569,531,419
6,0,409,350,274,489,457,293,312,380,375,263,234,403,329,489,265,297,411,324,454,328,295,320
7,0,404,348,329,309,480,404,421,468,602,325,368,215,504,255,490,201,376,246,412,536,410,397
7,1,375,450,317,651,384,450,415,429,314,397,354,529,386,300,408,537,358,649,434,256,543,405
6,1,408,458,441,466,344,427,445,487,448,436,419,460,413,478,490,580,533,522,414,552,388,512
6,1,407,456,433,548,659,483,268,558,478,477,435,218,469,482,508,462,587,479,418,458,329,547
7,0,390,335,444,278,493,344,316,452,377,309,421,427,213,285,368,428,196,356,368,589,405,323
6,0,354,350,354,441,241,418,463,531,608,346,470,254,326,353,209,224,292,414,541,418,382,129
6,1,415,481,461,392,261,613,476,489,507,496,297,405,476,419,510,508,339,395,457,632,375,282
7,0,396,348,331,308,427,486,419,258,459,286,504,412,505,389,462,326,352,459,459,321,428,393
6,1,413,472,349,571,482,224,328,613,337,629,235,444,308,484,312,398,462,484,361,329,403,381
7,1,398,450,464,493,331,506,266,361,376,479,554,372,341,299,390,447,404,511,333,255,389,551
7,0,411,332,444,326,514,265,376,408,458,362,267,362,360,244,470,460,559,388,334,309,507,159
7,0,402,349,506,497,355,284,284,131,475,187,426,308,416,494,422,375,245,407,362,231,514,384
6,0,368,350,244,371,265,374,446,289,267,511,406,279,353,418,312,442,416,175,406,263,345,232
6,0,374,350,149,225,336,537,284,456,517,398,315,347,480,335,204,463,475,334,170,344,394,344
6,0,429,350,577,407,355,523,410,111,473,270,378,302,468,313,550,261,391,429,523,195,454,391
6,0,383,350,292,242,322,81,565,341,500,349,299,247,332,403,317,290,344,391,379,443,418,336
6,0,387,350,385,247,399,504,233,270,387,177,435,287,400,414,242,327,371,376,147,493,303,500
6,0,371,350,357,349,153,532,331,384,510,517,357,297,354,155,552,356,315,407,249,330,535,505
7,0,398,349,515,226,500,368,381,158,333,245,438,429,283,468,286,199,374,320,400,176,328,377
6,0,358,350,430,371,500,388,222,335,156,244,529,407,313,320,277,589,307,411,295,381,356,393
7,1,363,450,550,556,314,355,289,495,258,553,397,532,334,436,413,470,192,437,472,504,309,292
6,1,399,450,493,422,467,468,374,282,387,580,480,308,272,534,518,492,375,476,510,431,533,493
6,1,386,477,289,506,324,652,320,565,331,456,351,404,376,349,349,566,260,545,481,523,375,471
6,1,409,461,603,478,542,606,532,525,384,451,285,500,365,581,526,489,373,455,244,370,498,305
6,1,406,455,554,585,492,425,466,374,559,494,400,394,400,482,418,482,326,469,487,439,364,449
6,0,413,350,419,243,482,387,595,280,514,400,370,282,223,470,406,444,319,351,432,362,491,242
7,0,396,348,209,326,210,481,488,345,422,265,370,289,412,318,365,316,480,422,241,170,364,199
6,0,419,350,460,449,379,430,405,319,558,382,426,414,560,310,579,325,493,382,356,570,427,478
7,0,409,338,387,461,481,387,315,248,389,319,352,364,405,466,416,323,375,197,398,374,421,216
6,1,387,472,500,434,365,538,240,488,179,395,260,384,417,545,441,475,360,561,393,525,452,480
7,1,412,450,443,480,395,335,433,398,336,411,436,500,343,309,521,267,406,380,490,555,423,599
7,0,416,315,457,314,437,424,365,428,427,312,428,293,318,400,255,373,390,207,397,347,323,246
6,0,418,350,374,450,488,293,466,351,367,464,493,529,524,195,555,245,451,233,344,296,486,252
6,0,422,350,384,383,410,337,451,364,340,510,439,275,399,400,365,445,264,524,349,318,536,344
6,1,412,470,327,389,348,517,309,359,539,447,393,614,489,315,355,455,238,433,288,531,417,516
6,0,411,350,414,382,303,368,553,412,301,526,346,340,612,250,456,203,480,197,478,357,324,340
6,0,369,350,484,367,262,384,171,515,423,252,437,378,387,308,531,380,510,258,319,368,177,385
6,1,397,452,372,461,404,462,366,407,444,607,573,310,269,471,457,348,445,621,391,362,376,603
6,1,400,450,360,344,615,365,507,582,507,304,436,411,483,455,535,412,470,325,471,502,385,576
7,1,376,450,352,391,284,546,260,320,460,357,404,500,288,255,360,453,418,573,285,350,441,359
6,0,368,350,225,370,325,361,196,549,516,317,487,426,322,292,199,117,450,360,455,520,516,330
7,1,413,450,368,659,264,621,693,482,348,615,459,419,372,452,424,406,272,543,478,461,515,608
6,0,404,350,453,404,334,419,439,312,467,232,482,362,459,312,230,457,613,394,317,254,540,454
7,0,401,350,590,306,280,292,284,435,408,269,608,286,439,279,343,363,398,374,520,411,340,382
6,1,411,468,538,621,396,647,500,426,382,467,685,403,561,406,372,447,524,549,392,569,489,324
7,1,357,450,386,530,156,460,426,638,416,489,236,562,252,420,277,473,432,550,348,537,427,222
6,1,408,459,505,339,290,490,239,456,226,246,364,531,365,466,550,439,432,458,238,445,377,559
6,0,403,350,404,657,410,245,488,353,424,343,384,579,469,435,568,233,441,325,310,376,503,367
7,0,389,332,244,221,194,345,343,351,216,395,498,426,432,508,586,281,397,262,496,402,402,454
6,1,393,456,479,258,328,403,278,685,367,465,545,354,253,420,349,481,398,519,331,505,318,284
7,1,423,450,317,546,467,503,319,452,305,507,529,248,398,460,430,606,437,408,302,543,400,579
6,0,438,350,451,528,451,340,451,120,267,440,391,306,461,329,589,581,499,294,411,297,452,339
7,1,423,450,461,196,527,392,500,383,327,478,220,475,260,498,448,425,459,409,361,447,430,336
7,1,377,450,458,606,385,451,223,347,367,467,306,412,297,388,340,449,545,475,329,476,324,564
7,0,393,344,663,560,455,182,345,397,380,241,401,497,459,381,430,252,301,285,293,280,310,353
7,1,407,450,400,580,513,373,366,571,422,358,242,566,663,524,444,578,282,477,527,405,509,478
6,1,397,451,310,538,456,421,313,374,288,455,239,629,364,261,447,455,276,484,534,593,434,428
6,1,409,461,389,306,242,334,485,501,273,416,312,193,261,383,597,336,525,508,480,327,355,436
7,0,413,326,338,269,480,189,375,277,391,333,166,307,531,447,420,546,354,305,316,413,522,200
7,0,407,343,381,363,449,375,269,376,213,315,409,323,339,132,331,352,420,275,355,542,493,333
6,1,392,458,354,598,501,505,496,431,484,469,237,459,572,710,491,525,561,526,413,489,442,368
6,1,408,458,371,608,483,381,371,331,484,319,158,541,403,345,306,612,342,358,498,528,373,589
6,0,392,350,291,409,443,460,269,164,396,415,499,375,360,283,382,296,429,326,201,206,343,131
6,0,393,350,398,296,294,510,276,323,352,331,349,237,321,514,357,236,302,391,297,287,397,354
7,1,361,450,321,421,398,318,344,507,467,634,360,411,511,385,361,319,336,639,254,419,570,540
6,1,415,480,295,554,376,489,512,283,260,467,351,587,515,346,584,390,479,478,496,487,544,650
7,1,382,450,504,481,443,475,445,198,353,537,476,425,381,621,264,634,412,462,189,356,346,485
6,1,385,481,331,356,378,381,354,402,421,575,248,390,510,389,564,525,544,491,583,612,456,484
6,0,406,350,323,310,218,500,528,366,371,317,385,407,522,358,391,300,416,340,568,333,208,351
7,1,401,450,402,495,513,291,435,293,178,457,337,309,304,413,290,397,585,348,411,524,560,633
6,0,426,350,533,505,389,423,454,419,658,307,366,350,486,298,382,391,328,308,462,382,386,266
7,1,433,450,416,638,431,431,548,366,370,684,276,532,448,466,625,446,371,459,494,258,353,551
6,1,405,454,458,484,324,458,267,562,449,615,412,549,401,471,156,436,443,315,403,414,492,470
7,1,354,450,369,620,397,370,238,666,616,354,343,562,278,510,311,509,354,536,428,449,197,525
6,1,414,477,421,586,369,499,570,462,518,456,374,590,381,544,525,455,546,464,471,469,434,601
7,0,403,349,376,314,401,512,380,335,388,440,322,322,431,413,440,266,446,220,261,336,326,316
6,1,393,456,310,486,356,528,554,516,571,691,378,562,443,448,396,637,264,546,426,206,320,529
6,0,446,350,606,425,456,189,243,571,458,514,454,171,508,273,466,357,531,396,455,472,426,311
7,1,415,450,307,349,356,482,404,497,514,383,538,449,325,485,310,355,297,381,295,463,540,452
6,1,391,461,274,501,535,483,497,523,600,473,160,559,554,284,259,279,215,416,280,539,371,482
7,0,395,347,573,416,331,404,461,375,417,303,377,360,304,289,512,331,338,549,277,330,454,322
6,0,359,350,421,392,382,262,487,398,301,226,448,591,349,298,269,653,361,507,239,209,414,305
7,0,400,350,483,263,328,278,418,243,496,523,396,286,377,392,323,275,455,485,407,435,502,286
7,0,383,310,271,129,176,331,443,237,372,277,434,371,375,168,299,333,318,280,384,290,564,303
6,0,393,350,391,342,291,632,379,390,308,493,222,554,401,355,294,418,391,422,457,405,426,378
7,1,418,450,455,482,311,313,484,590,508,525,212,472,308,412,376,367,278,339,593,380,451,583
6,0,433,350,486,372,451,187,377,296,446,432,519,190,327,297,204,148,347,255,448,302,404,576
7,1,448,450,413,285,585,378,418,512,386,524,457,368,484,531,449,243,513,451,412,592,339,576
6,0,432,350,379,166,384,348,508,369,532,327,375,377,562,279,377,325,638,396,415,285,287,330
7,1,416,450,355,370,411,569,549,367,482,529,527,633,435,542,446,341,332,464,375,482,367,434
7,0,391,338,354,282,648,646,337,248,303,320,349,256,285,319,376,376,432,334,526,422,403,288
7,1,426,450,338,492,407,454,490,407,477,493,279,456,456,330,236,344,408,461,455,364,477,324
7,1,381,450,375,276,448,491,471,294,516,648,400,261,560,493,277,674,400,442,380,535,468,359
7,0,388,330,274,469,340,241,333,359,457,215,472,426,369,503,453,336,214,368,368,380,245,204
6,0,357,350,314,394,421,240,307,342,404,273,410,364,409,216,318,452,571,452,169,400,468,411
7,0,386,321,576,407,409,364,233,223,255,97,491,345,608,238,502,299,503,324,295,181,480,504
6,0,388,350,499,248,447,440,266,351,344,317,445,337,389,384,407,254,465,428,442,345,386,342
7,0,401,350,439,296,358,328,563,291,402,302,520,435,144,541,561,330,328,315,324,448,455,273
6,1,383,490,369,517,420,351,379,524,326,487,503,538,252,337,497,507,366,557,444,578,438,492
7,1,396,450,498,544,544,372,347,520,364,241,451,639,296,366,284,452,430,509,284,233,238,424
7,0,401,350,348,355,94,360,350,284,382,408,346,450,536,323,499,319,424,453,353,408,329,446
7,1,396,450,296,317,139,483,449,425,359,598,358,578,444,451,494,336,390,492,417,522,541,366
6,0,387,350,479,366,470,227,223,191,659,307,449,428,440,399,465,293,590,333,420,233,417,386
6,0,446,350,593,283,512,365,583,341,478,324,517,237,506,186,443,288,402,367,455,353,398,259
6,1,404,453,523,538,415,650,457,377,349,398,448,375,305,414,465,387,239,375,442,553,368,610
7,0,409,339,442,476,298,309,528,279,504,283,530,274,425,391,517,372,439,323,312,327,455,338
7,0,385,317,448,172,303,325,473,394,302,342,305,198,508,178,275,278,367,233,357,203,355,360
7,0,414,321,497,311,327,572,423,367,478,534,364,236,404,325,497,116,468,579,355,452,363,487
7,1,430,450,403,312,402,311,346,397,191,483,395,427,487,456,283,399,282,286,263,482,496,472
6,0,390,350,251,420,426,369,398,490,284,583,443,316,345,492,295,184,307,546,428,264,429,303
6,1,391,461,448,427,360,235,230,349,456,500,346,357,422,547,531,451,331,426,158,335,359,511
6,1,397,452,536,603,312,471,266,508,372,487,443,586,391,459,390,675,427,316,391,465,373,458
6,0,365,350,347,481,435,272,235,296,465,219,357,335,313,254,266,171,304,187,312,395,458,419
7,1,398,450,414,401,317,495,514,387,403,480,324,528,401,573,566,313,445,441,506,340,441,453
7,1,433,450,402,486,531,316,399,491,389,492,336,344,512,727,214,515,412,424,242,297,382,479
6,1,416,484,404,487,595,428,359,552,406,468,328,490,266,334,379,563,508,458,574,404,327,426
6,0,437,350,288,418,247,186,330,500,467,256,450,293,533,241,442,187,544,497,499,315,363,380
7,0,415,321,418,465,498,178,306,303,554,303,385,255,245,243,417,500,244,284,497,345,416,458
7,0,393,343,355,234,337,363,441,386,570,219,401,389,401,438,438,437,483,339,490,448,484,255
7,1,426,450,621,582,349,364,621,429,229,452,575,462,302,433,505,314,403,406,461,528,254,358
6,1,414,476,351,587,558,410,386,436,394,415,465,497,470,351,266,364,484,546,428,627,269,444
6,0,397,350,396,415,452,271,428,259,481,368,452,415,176,353,410,160,401,431,480,210,441,366
7,0,410,337,296,244,497,205,530,78,448,318,527,470,410,259,390,380,136,306,464,265,277,208
6,0,378,350,265,323,395,270,278,454,411,353,408,522,449,228,381,492,281,324,352,341,422,262
7,1,409,450,642,410,369,402,513,392,267,512,437,555,276,400,548,411,445,498,528,386,555,366
7,0,392,342,289,247,321,469,483,314,614,211,229,340,463,301,213,511,429,424,539,263,314,247
7,0,400,350,323,360,411,346,331,236,423,275,478,357,366,285,307,290,464,444,438,432,460,282
6,0,439,350,308,388,396,286,424,302,337,360,502,396,621,382,589,433,338,506,528,188,617,404
7,1,364,450,249,510,325,464,432,380,371,574,428,391,479,398,491,373,321,522,320,501,151,580
7,0,386,324,388,327,325,186,304,319,297,520,367,415,282,364,252,325,517,362,422,407,318,330
6,0,445,350,452,364,520,378,594,380,386,388,463,467,261,318,173,216,468,474,407,200,313,488
6,0,384,350,544,395,196,269,469,489,321,353,382,344,365,291,389,165,334,490,305,428,376,174
6,1,406,455,355,384,231,578,450,457,544,640,413,481,302,419,585,245,312,470,196,436,402,513
6,1,399,450,434,577,331,408,320,569,437,249,471,527,403,411,443,405,485,361,278,456,471,215
7,0,386,321,426,312,537,388,396,426,275,458,510,320,504,68,364,236,504,328,623,369,439,367
6,1,407,458,324,538,336,588,493,321,409,480,350,460,285,360,591,431,421,479,524,447,528,449
7,0,407,343,362,299,441,348,347,420,341,387,294,343,354,409,345,370,432,232,326,256,415,233
6,1,395,454,423,579,321,544,519,256,341,614,530,421,398,324,257,699,267,516,209,463,408,543
7,0,405,347,240,432,448,363,539,362,397,414,397,385,232,464,494,335,405,162,380,337,521,375
7,1,352,450,505,400,458,327,310,531,344,469,190,577,309,399,410,627,368,578,433,640,328,397
7,1,395,450,459,464,319,510,390,344,188,475,368,299,415,609,414,524,397,401,383,563,220,475
7,1,402,450,515,345,346,323,396,382,520,416,441,388,386,318,214,674,560,608,328,530,434,390
6,1,417,491,410,644,396,338,332,646,386,539,427,462,215,414,513,456,438,564,422,428,519,440
7,1,375,450,227,507,197,470,232,392,485,427,465,443,315,374,444,503,436,459,355,227,392,371
7,1,390,450,280,452,518,510,353,512,673,623,441,559,328,537,332,501,274,313,521,439,476,485
7,1,362,450,361,580,320,370,438,335,336,574,480,325,158,576,322,466,495,535,357,519,334,486
6,1,405,454,397,661,460,453,405,749,370,465,590,337,404,579,359,319,489,370,409,571,434,531
7,0,394,346,487,262,490,264,266,106,363,256,309,456,557,228,423,208,234,192,444,358,586,466
7,1,406,450,280,189,346,356,531,271,359,388,403,421,347,601,431,454,640,476,440,323,371,577
7,1,436,450,486,420,412,541,357,488,336,583,335,568,404,529,457,406,365,535,519,549,326,410
6,0,430,350,541,225,260,187,317,441,376,422,262,222,514,655,323,268,427,325,347,399,649,318
7,1,409,450,284,320,593,626,324,555,383,323,452,573,509,446,465,517,450,488,290,274,338,640
6,1,407,457,403,430,261,609,357,511,588,333,449,465,354,403,276,382,218,374,482,388,331,492
7,0,385,321,273,293,327,371,351,245,253,264,569,193,117,296,331,346,517,490,436,424,474,240
6,0,354,350,361,337,368,381,369,357,185,170,488,269,145,487,368,409,425,288,294,390,354,266
7,1,415,450,347,426,311,654,202,440,362,392,471,346,456,358,453,366,564,323,440,325,326,450
6,1,401,450,473,384,290,633,200,449,330,633,414,451,495,550,320,375,396,422,495,481,361,496
7,0,401,350,392,328,492,443,381,356,434,484,354,602,246,313,508,259,546,588,292,395,471,103
7,1,437,450,341,410,462,394,427,481,437,362,582,599,484,434,414,396,629,484,519,362,437,425
7,1,376,450,263,435,528,600,229,196,288,388,420,511,365,403,437,532,415,250,462,391,380,556
