Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,1,425,450,410,451,474,416,394,336,420,531,371,490,509,430,413,519,428,559,303,365,328,409
7,0,396,348,296,296,398,307,220,405,297,511,375,455,466,533,509,354,439,594,412,370,345,408
7,1,414,450,463,470,514,514,231,620,393,347,339,347,486,363,415,268,435,279,347,426,346,504
6,1,398,451,255,525,356,615,350,275,508,449,298,402,408,469,439,233,214,433,368,437,534,535
7,0,416,314,463,298,286,428,316,309,341,323,314,275,254,354,439,292,645,204,368,350,180,293
7,0,389,334,497,278,439,377,327,320,390,522,479,288,344,440,435,408,390,350,379,313,319,338
7,1,355,450,319,577,345,575,267,413,396,574,134,526,369,348,299,524,362,331,375,309,281,499
6,1,386,476,432,503,351,524,411,637,462,572,515,441,352,538,525,642,259,501,441,421,407,443
6,1,388,469,405,549,553,397,528,517,474,466,231,569,400,482,273,382,584,420,441,451,175,352
6,1,386,476,243,522,236,483,335,401,483,414,318,344,407,470,260,641,253,518,334,474,394,535
6,0,371,350,309,205,453,339,255,301,160,415,451,453,592,282,287,407,430,207,181,414,476,351
6,0,397,350,404,289,508,429,349,532,290,326,502,440,370,193,300,324,293,360,348,432,324,328
7,0,407,344,424,291,414,230,511,96,422,391,357,383,89,409,523,436,430,459,279,402,273,416
7,0,388,329,516,299,413,304,515,370,517,463,564,139,413,557,391,229,202,315,318,239,395,179
7,0,391,338,364,234,489,375,462,246,377,367,526,298,340,442,495,303,275,225,384,261,362,239
7,0,397,349,387,459,327,309,386,459,369,372,331,92,416,116,378,114,491,333,312,311,437,340
6,0,403,350,356,387,342,338,346,544,365,339,273,121,504,405,263,310,528,477,476,184,368,292
6,0,358,350,495,368,439,436,355,370,301,221,174,427,271,382,190,322,210,109,398,401,458,525
7,0,412,331,386,157,446,370,442,424,489,268,416,455,321,418,417,425,394,410,394,418,348,233
6,1,400,450,418,478,505,724,518,518,471,263,341,411,396,444,385,442,512,426,392,344,294,384
6,0,443,350,362,484,438,375,303,440,517,314,400,309,472,427,401,430,368,459,390,551,493,425
6,1,395,454,597,592,430,452,273,484,426,441,468,494,409,432,384,408,372,469,411,414,284,355
7,0,403,348,470,366,418,259,442,352,460,385,348,165,305,170,538,294,442,314,282,104,487,546
6,1,400,450,529,579,508,456,335,572,343,340,336,432,506,527,225,421,331,553,358,575,471,402
7,1,371,450,200,357,467,218,422,575,373,623,423,394,185,530,296,541,223,211,287,337,567,468
7,1,390,450,534,445,327,313,335,415,287,552,385,330,590,342,416,515,554,260,369,425,363,509
7,1,433,450,523,557,346,348,628,669,408,544,523,418,419,486,425,455,326,548,581,591,477,467
7,1,422,450,260,410,477,358,404,422,350,543,463,593,291,293,461,513,237,389,421,515,505,424
7,0,403,349,419,490,533,473,545,254,458,367,413,425,440,181,458,310,524,365,554,375,469,388
6,0,429,350,309,426,413,151,450,404,366,326,478,418,497,386,616,228,373,267,419,444,420,270
7,0,404,348,285,246,417,308,397,345,527,245,375,350,426,259,503,272,232,220,368,535,499,470
6,0,370,350,457,300,335,246,380,330,354,361,387,359,370,357,410,365,321,445,490,284,475,366
6,0,398,350,309,384,506,558,520,391,295,438,599,603,317,499,375,418,549,296,414,398,303,488
6,1,389,467,452,421,390,327,273,354,427,436,398,635,347,589,321,422,262,493,436,503,495,534
7,0,396,347,477,284,496,115,224,510,495,408,370,508,664,306,393,181,363,194,615,358,283,383
7,0,382,305,217,431,413,241,397,135,194,347,296,380,438,217,377,137,421,127,210,319,428,172
6,1,404,452,377,410,326,198,408,400,446,405,481,307,370,413,363,391,386,352,418,528,431,477
6,1,401,450,496,316,440,448,456,570,291,381,289,222,394,417,364,608,309,495,305,484,288,449
7,1,403,450,426,408,311,421,280,390,512,352,628,441,300,322,325,300,274,457,593,414,364,361
7,1,446,450,640,336,317,508,496,577,336,554,530,353,448,591,492,408,515,295,441,345,398,372
7,1,399,450,534,373,224,402,461,386,416,440,391,554,479,495,524,500,445,497,370,417,467,480
6,0,447,350,416,387,468,353,563,361,415,206,291,489,219,383,418,229,517,363,512,579,317,395
7,0,400,350,385,325,339,314,410,372,506,388,260,181,478,458,465,376,400,351,520,348,504,310
6,1,412,471,503,541,460,366,390,374,489,404,309,426,537,376,440,682,362,281,307,471,431,505
6,1,389,465,526,523,278,339,427,504,556,537,299,540,519,381,541,605,327,416,499,426,470,411
6,0,450,350,505,148,633,387,570,285,510,276,272,434,494,444,572,500,239,315,392,491,459,346
7,0,382,305,327,251,258,319,401,271,294,395,235,234,355,276,303,193,417,284,297,276,238,177
7,0,406,345,564,268,456,293,276,310,266,283,476,425,381,311,443,318,549,372,244,521,264,427
7,0,385,318,594,343,321,192,511,400,442,426,692,379,441,324,325,406,428,419,317,466,285,309
6,0,418,350,394,470,351,423,344,459,289,189,352,421,429,271,513,201,365,137,490,309,375,342
7,1,381,450,421,321,421,441,270,470,408,554,299,391,382,263,498,439,236,558,252,374,243,580
7,0,407,344,482,341,552,395,545,356,533,262,180,326,377,370,390,557,470,346,462,460,353,157
7,0,403,349,372,460,521,325,319,190,352,250,315,499,568,387,422,266,340,300,530,196,510,273
6,1,399,450,504,549,267,404,434,504,393,488,260,472,184,399,507,506,279,254,270,601,414,464
7,1,395,450,230,558,273,480,309,432,509,618,645,418,531,443,630,429,369,474,288,488,377,542
6,0,441,350,500,197,653,431,351,377,446,395,328,582,362,303,660,439,353,330,230,132,452,246
7,0,387,326,493,90,347,218,230,440,375,317,453,300,227,318,581,328,234,315,371,205,352,472
6,1,395,453,273,447,310,315,312,500,390,478,423,372,390,616,351,516,338,598,505,480,477,664
6,1,386,479,206,462,301,480,423,505,393,560,349,473,386,501,373,466,239,573,307,432,107,370
7,0,418,307,393,201,454,410,408,305,458,395,442,386,536,232,507,271,271,164,493,301,442,329
6,0,429,350,584,429,453,308,474,514,494,426,487,137,281,282,352,415,319,246,449,355,344,498
7,0,388,329,340,284,266,337,334,272,322,298,413,314,382,239,477,327,422,310,511,438,466,163
6,0,427,350,471,311,555,311,400,483,583,171,406,460,461,432,640,387,415,442,523,423,432,475
6,1,386,478,562,526,474,523,362,431,260,385,354,546,352,530,508,540,439,512,456,557,358,615
6,0,420,350,380,306,327,227,315,272,343,378,618,234,379,449,444,431,363,395,377,342,522,455
7,0,417,308,370,314,421,347,287,291,408,313,434,351,190,268,280,347,378,301,482,462,617,395
6,0,389,350,460,330,491,400,375,138,444,315,240,293,622,399,319,389,170,235,345,261,435,296
6,0,413,350,437,97,517,539,485,403,353,474,606,396,473,411,445,357,356,366,302,376,553,510
7,1,445,450,322,328,240,494,614,432,486,373,400,311,331,541,319,422,458,405,404,366,393,632
6,0,371,350,354,229,250,463,227,459,363,365,378,417,393,448,385,550,386,270,471,312,370,331
7,1,410,450,402,389,416,347,479,388,456,336,425,440,418,363,424,449,483,498,359,479,241,670
7,0,416,313,514,235,293,427,340,258,396,434,531,346,456,299,518,404,416,186,422,518,539,205
7,1,399,450,176,450,401,400,487,342,420,337,376,401,439,380,426,453,441,459,480,666,323,350
6,1,394,456,272,521,433,528,401,618,376,374,538,348,442,539,360,518,386,536,413,494,351,409
6,0,372,350,182,255,383,314,148,340,333,526,345,193,307,400,499,347,417,212,394,351,161,392
6,0,392,350,333,339,368,214,481,362,347,237,490,473,331,306,331,434,266,492,215,339,355,314
6,0,369,350,361,328,226,404,325,268,411,260,210,125,260,395,232,372,438,417,427,524,463,384
6,0,375,350,187,471,412,395,451,291,319,350,114,405,398,360,411,263,276,209,337,437,291,144
7,1,422,450,432,276,350,415,455,428,386,407,507,410,389,514,435,499,389,561,488,547,437,390
7,1,372,450,355,295,295,371,415,399,309,414,469,505,481,540,569,447,539,613,354,407,241,314
6,0,406,350,327,413,277,319,210,442,277,398,522,291,401,566,501,508,504,316,352,296,426,271
6,0,373,350,415,419,373,454,441,364,468,359,267,255,182,273,566,184,371,377,479,335,386,276
6,1,387,472,204,440,417,321,608,364,337,397,206,245,347,377,425,541,407,633,526,658,399,244
7,1,416,450,344,474,289,254,407,502,479,456,411,486,359,434,354,476,217,283,336,433,529,397
7,0,391,340,722,374,401,214,628,216,473,251,475,295,394,425,504,333,559,427,558,156,412,438
7,1,368,450,331,533,277,441,300,312,205,595,305,461,249,333,490,616,288,562,346,352,332,534
7,1,415,450,638,458,608,376,413,641,402,615,418,497,186,478,327,281,404,380,397,373,467,469
7,0,387,327,380,267,376,375,416,346,447,272,351,488,256,324,453,444,399,339,387,191,388,324
7,1,408,450,535,388,213,471,315,441,543,455,367,346,349,520,447,294,410,512,689,147,340,422
6,1,408,458,483,552,377,651,388,521,467,622,359,576,381,462,256,532,318,599,292,432,410,533
6,1,400,450,312,385,437,322,527,417,507,402,376,457,276,439,445,560,267,319,503,620,291,413
7,1,383,450,286,375,369,403,373,560,365,363,403,278,294,474,183,480,472,485,403,272,277,468
6,1,391,462,259,474,501,446,456,562,377,560,346,459,323,410,299,452,435,467,134,304,492,462
7,0,397,349,434,430,409,439,460,311,320,381,434,246,441,266,275,367,267,457,389,256,341,229
6,1,399,450,450,381,349,391,393,401,218,514,784,318,440,390,349,550,420,486,497,377,534,656
6,0,420,350,379,197,307,452,446,479,450,456,491,442,248,488,360,424,460,280,268,298,361,181
6,1,390,464,448,466,349,417,357,437,494,660,263,435,423,493,370,567,349,338,404,472,376,314
6,0,351,350,413,278,284,179,180,276,257,363,497,351,452,278,326,489,138,350,414,349,409,345
7,0,388,331,457,463,299,370,238,313,349,479,294,366,406,407,333,387,322,231,477,151,421,512
7,1,448,450,637,346,273,478,324,339,385,503,338,520,478,515,346,438,594,256,562,197,361,430
6,0,407,350,667,519,303,417,638,225,459,280,402,252,360,246,493,253,359,353,417,377,530,464
