Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
6,0,397,350,567,393,521,467,516,355,259,262,325,306,443,424,477,488,344,315,473,396,406,379
6,1,383,489,479,380,577,574,563,522,360,353,500,505,326,264,433,428,368,489,551,472,373,689
6,1,402,451,386,598,449,473,435,391,470,503,397,358,315,454,352,171,251,550,576,504,390,341
7,0,414,325,407,90,467,351,344,246,319,409,522,404,464,526,311,247,258,289,387,336,410,431
6,0,377,350,468,222,287,324,237,431,427,432,590,306,439,267,328,301,454,410,361,376,392,484
6,1,410,463,245,427,351,338,404,420,141,426,418,333,434,426,447,584,423,373,183,406,384,469
7,0,397,348,473,354,367,431,394,386,396,518,548,304,292,470,392,362,457,286,394,390,287,470
7,1,435,450,487,437,552,376,447,354,424,367,449,433,421,454,433,446,353,388,341,409,416,418
7,0,401,350,480,187,298,225,476,351,214,400,332,423,409,375,572,355,355,262,524,340,513,264
6,0,419,350,505,277,344,252,390,244,380,484,396,205,450,135,433,258,517,307,368,431,471,414
7,1,445,450,366,509,443,435,563,570,497,498,403,377,484,518,307,507,496,226,481,559,416,512
7,1,424,450,411,345,520,340,333,547,471,446,193,471,566,476,385,501,504,605,516,468,304,379
7,0,407,343,527,98,377,444,386,346,378,278,480,404,326,377,370,320,451,490,262,371,463,436
6,0,410,350,285,383,448,464,486,466,422,239,313,404,402,236,530,398,577,341,420,348,458,433
6,1,407,456,370,408,242,578,361,201,433,227,582,313,470,549,438,270,344,381,412,516,366,297
7,1,436,450,408,492,556,537,443,435,523,536,309,476,460,491,450,644,507,581,529,467,219,303
6,0,365,350,370,396,273,315,356,324,454,271,539,241,379,277,355,343,436,485,378,395,478,460
7,0,403,348,422,239,362,433,500,423,406,493,368,428,435,457,188,382,437,392,433,419,397,340
7,0,401,350,305,402,331,247,657,241,256,431,579,406,409,415,560,372,311,211,168,268,357,293
7,0,384,316,397,193,368,398,560,102,431,265,430,400,305,234,374,238,116,177,451,378,345,325
7,0,406,344,290,337,706,287,452,428,624,188,363,573,384,295,321,263,360,221,520,299,423,336
6,1,400,450,404,298,342,543,476,471,391,390,446,581,311,402,239,487,518,590,375,492,354,364
7,1,365,450,371,503,136,502,382,600,308,713,383,405,341,481,349,470,339,445,286,465,482,608
7,1,408,450,268,417,339,327,321,424,435,550,377,515,528,310,236,283,585,510,234,496,367,486
7,0,388,331,601,247,518,329,463,447,370,314,553,524,271,396,392,436,359,298,377,366,299,292
6,0,383,350,534,454,522,307,345,338,418,327,464,67,358,529,250,435,255,322,463,316,481,237
7,1,391,450,391,563,413,369,365,494,322,400,313,438,300,436,597,433,361,465,266,499,456,489
7,0,386,324,399,288,392,457,336,344,491,223,294,361,352,272,427,497,247,165,423,103,248,219
7,1,391,450,349,524,324,459,457,575,698,314,406,530,87,315,416,678,250,511,429,299,440,356
7,1,374,450,171,421,211,323,379,354,543,373,312,332,342,566,495,549,483,341,312,558,514,400
6,1,395,453,548,318,276,504,576,461,305,482,496,479,492,402,371,303,289,666,309,609,428,499
6,0,360,350,307,462,393,544,394,306,398,396,422,478,497,449,308,602,327,351,483,292,443,314
6,1,394,456,543,504,250,446,250,375,258,476,459,383,354,398,458,432,370,461,359,308,425,411
6,1,417,493,419,578,542,295,495,460,265,555,418,538,370,490,555,663,403,378,396,350,400,513
6,1,400,450,396,492,525,458,409,427,444,648,392,368,364,372,294,544,453,474,399,523,310,345
7,0,406,345,334,384,235,231,439,257,370,326,372,398,371,361,361,380,417,279,468,393,361,378
6,1,384,484,156,703,259,433,557,583,680,316,421,430,383,438,353,504,451,544,421,416,405,459
7,0,396,348,350,443,646,226,279,478,398,542,409,311,316,290,377,427,434,171,452,444,338,381
6,1,404,453,245,454,408,415,614,534,523,487,531,295,338,655,333,498,551,362,346,385,374,598
6,1,410,465,324,666,222,426,434,478,260,405,340,409,507,476,492,493,531,309,427,352,536,411
7,0,410,336,505,319,414,384,360,192,405,313,424,370,470,363,302,233,397,269,316,437,542,336
7,1,411,450,525,507,530,433,465,628,417,495,169,397,323,310,326,564,518,338,478,594,531,416
7,1,394,450,383,698,214,307,283,406,415,452,339,399,472,447,501,382,313,397,435,383,414,357
6,0,356,350,416,345,346,432,198,342,257,547,386,322,668,421,49,403,344,442,286,339,426,431
7,1,412,450,438,563,544,352,571,400,300,436,502,267,430,556,385,346,290,619,364,372,319,342
6,0,445,350,526,411,382,509,314,316,466,307,482,581,430,250,609,249,495,358,584,383,384,349
7,1,429,450,375,456,357,452,314,546,489,458,440,440,503,426,397,386,258,578,335,379,489,397
6,1,402,450,318,507,527,488,439,464,334,304,455,537,519,572,417,350,387,363,482,433,524,371
6,1,385,480,349,349,717,551,310,722,470,632,506,523,228,658,581,745,340,671,467,383,354,646
6,0,394,350,394,441,539,399,510,335,405,347,449,347,426,345,505,322,404,435,460,257,351,366
6,1,390,464,339,405,447,511,301,572,211,401,345,364,328,474,355,484,448,369,486,406,364,404
7,1,369,450,336,587,210,568,434,364,485,514,357,376,447,452,235,378,469,279,315,464,288,503
6,1,408,458,376,388,287,566,443,555,258,368,532,404,438,392,361,444,431,399,361,526,551,420
7,1,393,450,316,500,284,515,427,382,349,620,381,272,311,624,311,568,412,488,332,519,410,454
6,1,395,453,474,452,396,492,330,507,459,437,581,345,391,318,348,540,315,486,422,378,521,640
7,1,354,450,356,545,268,338,226,577,352,440,399,382,523,351,317,241,190,432,396,258,299,681
6,1,395,453,291,193,582,341,308,444,203,375,323,534,359,382,322,437,429,497,401,415,360,480
6,0,425,350,408,384,410,448,523,323,239,307,247,359,469,302,334,319,354,377,522,405,410,501
7,1,426,450,419,401,396,424,532,342,476,259,505,330,542,482,411,365,298,356,393,386,454,628
6,0,420,350,291,497,460,425,475,217,308,241,464,449,508,425,413,279,517,333,436,251,342,321
7,0,413,328,309,542,549,497,503,313,509,420,448,357,418,337,443,364,478,317,446,201,361,298
6,1,414,477,396,493,351,427,354,634,716,576,254,564,440,325,468,332,462,299,330,673,371,549
7,0,401,350,312,416,364,515,476,215,583,563,409,441,283,382,339,282,443,370,231,331,581,432
7,0,400,350,183,411,502,401,310,223,388,410,472,350,318,215,363,347,477,349,339,283,454,248
7,0,390,335,486,592,488,354,329,386,339,178,338,451,491,301,324,260,434,407,485,396,234,430
7,0,395,346,531,225,196,400,327,399,314,365,348,340,215,292,463,599,423,402,414,279,542,337
7,0,395,346,326,394,371,430,458,219,255,408,296,374,456,324,516,277,402,347,380,243,355,347
6,1,387,474,453,379,254,375,389,307,518,502,330,525,436,394,382,455,521,477,393,500,271,340
7,1,353,450,284,349,393,449,341,508,496,371,344,379,220,591,295,379,414,430,355,446,405,384
6,1,396,452,270,493,468,222,384,644,369,377,281,304,465,302,398,481,406,382,448,496,326,473
6,0,388,350,561,279,440,329,503,381,487,466,659,247,464,444,568,265,451,370,430,388,335,470
7,0,413,327,250,246,390,380,272,300,167,291,335,261,303,264,387,344,325,349,162,292,601,457
6,1,389,466,451,372,465,435,355,672,326,553,540,606,233,338,418,513,438,507,364,453,574,620
6,1,390,464,405,399,519,642,576,569,392,355,533,483,484,462,354,348,332,403,379,321,396,595
7,0,414,322,447,174,528,263,674,432,246,377,531,377,417,276,572,350,510,395,293,451,455,482
6,1,387,474,276,452,469,408,283,492,442,439,539,504,362,562,362,421,299,521,414,356,451,715
7,1,376,450,388,318,262,466,442,402,209,556,576,416,283,518,537,359,273,481,214,349,274,460
7,0,413,328,329,220,85,447,572,296,443,355,526,490,378,115,418,291,352,371,685,251,616,282
6,1,407,456,433,368,358,472,380,406,461,528,353,372,383,356,355,389,482,392,227,374,460,402
7,1,357,450,411,517,201,385,495,514,498,485,218,497,364,510,383,298,437,516,580,490,432,264
7,1,421,450,354,446,371,434,379,450,513,324,425,162,413,358,388,351,504,384,536,506,435,243
6,1,404,452,387,407,308,327,496,547,284,294,420,356,351,364,429,517,499,493,515,414,478,405
6,1,412,469,511,563,474,539,494,558,475,355,386,485,395,428,343,398,352,522,257,392,477,494
7,1,433,450,468,295,410,377,282,533,463,536,496,386,323,308,305,452,409,464,390,571,382,482
7,1,435,450,592,340,218,356,433,399,543,455,380,538,373,425,327,435,407,364,467,524,344,396
6,0,373,350,370,403,346,480,417,464,369,434,480,306,477,474,466,462,474,208,508,282,586,207
6,0,420,350,488,408,420,404,373,361,443,259,348,401,643,233,306,298,339,279,444,245,420,115
6,1,399,450,475,501,391,335,463,392,304,413,499,424,364,368,281,496,161,502,456,525,298,481
6,1,389,467,631,409,258,525,387,396,398,526,334,441,376,414,364,720,414,452,318,495,557,403
6,1,406,455,344,415,517,335,326,385,566,522,233,548,425,547,265,538,451,465,340,492,547,368
6,1,412,471,553,464,486,438,435,593,441,448,363,381,398,428,391,429,336,569,202,463,460,633
7,0,393,342,294,343,457,388,444,266,526,299,286,123,453,347,384,322,531,260,355,326,420,341
7,0,412,330,382,302,429,314,506,334,530,349,341,420,346,169,333,411,349,318,461,369,367,419
7,1,409,450,311,405,374,582,424,577,569,482,365,485,405,332,468,647,246,329,343,510,356,293
7,1,352,450,239,452,375,510,301,343,320,365,384,420,293,345,441,262,314,358,436,346,467,453
6,1,395,453,325,660,336,583,445,372,482,442,419,381,349,541,320,532,515,329,376,493,374,419
7,1,396,450,399,284,486,427,378,344,278,636,422,481,363,438,439,460,329,416,332,523,303,498
6,0,390,350,364,472,244,402,289,302,558,244,300,252,524,451,415,180,186,399,476,305,411,446
6,0,408,350,456,422,717,315,475,248,295,493,444,474,434,517,480,295,314,278,446,386,396,292
6,0,432,350,275,507,483,452,497,375,531,345,471,520,334,259,379,420,524,330,276,349,416,257
6,1,407,456,270,231,365,513,393,356,458,497,515,355,422,305,705,545,500,493,386,495,456,646
7,0,393,343,334,567,280,545,250,275,431,302,241,254,507,296,392,283,350,343,279,319,483,395
7,1,438,450,450,229,307,626,424,293,540,473,445,540,341,422,280,451,355,512,228,617,441,557
6,1,396,452,441,586,225,351,180,448,466,644,375,454,560,567,430,506,379,159,510,522,350,429
7,0,404,348,417,250,468,259,472,246,468,359,471,314,340,400,328,327,413,434,490,374,306,326
7,0,386,323,448,285,441,302,306,382,260,229,333,428,272,344,527,285,409,266,282,245,492,122
7,1,356,450,512,332,535,425,496,363,468,465,103,406,415,588,408,403,152,383,367,344,455,550
6,1,395,454,466,408,434,376,325,550,320,582,428,672,386,617,595,390,330,600,492,288,403,521
6,0,409,350,404,283,440,339,238,420,364,516,606,251,347,321,468,341,442,513,314,277,497,114
7,0,386,323,466,379,419,229,439,194,339,447,395,273,473,211,358,373,364,331,371,240,381,241
7,0,413,328,543,288,345,370,477,338,381,200,365,367,386,422,403,212,313,166,444,247,210,120
7,0,417,311,393,221,367,300,448,313,323,374,327,273,588,207,391,338,315,210,339,367,275,203
7,1,418,450,372,293,549,405,394,378,416,539,307,579,405,393,381,440,360,535,559,366,307,545
6,0,360,350,206,344,457,389,395,456,92,243,264,312,381,179,258,294,353,288,274,307,325,357
6,1,390,464,325,591,235,457,370,444,408,531,204,307,455,348,478,482,524,513,407,633,260,501
6,0,394,350,548,459,418,253,364,266,451,283,378,337,468,199,401,195,396,292,342,282,318,669
7,0,407,342,308,339,643,271,321,337,264,436,235,265,512,258,385,469,381,453,288,307,615,239
7,0,401,350,299,335,285,420,481,143,442,445,357,578,332,402,475,318,438,360,346,264,444,320
6,0,357,350,193,306,187,438,415,360,396,362,349,319,601,567,168,287,395,414,358,570,256,600
7,0,415,320,308,351,366,446,270,287,525,311,519,341,313,269,266,251,388,262,326,301,344,396
7,0,393,342,332,376,313,315,336,254,385,272,288,393,266,296,314,338,487,367,366,484,576,229
7,1,358,450,102,477,340,525,385,524,115,657,159,345,425,333,375,695,268,398,192,425,341,392
7,0,400,350,392,342,432,490,371,416,366,332,659,485,489,208,375,223,465,375,498,397,265,164
6,0,363,350,369,419,405,457,271,442,301,186,212,333,281,341,412,421,418,213,507,368,260,276
7,1,431,450,377,365,301,430,436,537,402,503,485,381,503,445,516,348,415,365,436,533,227,559
6,1,415,481,364,380,439,280,536,434,458,411,566,371,380,330,332,431,482,432,564,498,236,499
6,0,373,350,483,346,317,437,431,413,359,378,429,296,425,500,366,388,397,325,435,243,412,356
6,1,415,483,378,235,503,522,238,591,392,496,477,543,394,468,506,443,512,466,364,580,402,691
6,0,390,350,479,362,301,488,323,304,253,279,430,389,397,410,599,152,453,345,536,315,449,414
7,0,398,350,310,254,404,220,273,330,242,528,281,352,492,260,319,180,405,260,398,627,481,257
7,0,388,331,172,357,381,294,298,292,272,337,268,348,446,214,366,434,252,359,329,345,527,237
6,1,406,455,313,347,503,513,373,473,424,456,457,537,340,304,405,385,500,469,342,320,252,460
6,1,401,450,461,355,414,457,420,361,354,478,615,582,367,534,415,336,414,493,696,454,471,572
7,0,408,340,507,387,448,264,253,396,594,242,359,281,373,344,409,538,384,402,700,246,354,290
7,0,417,311,492,437,431,278,299,346,486,271,90,281,534,303,547,418,399,98,384,392,548,255
6,1,412,471,308,625,240,525,470,403,470,617,425,406,530,629,480,450,402,453,440,607,304,375
6,1,414,478,378,353,280,513,592,450,463,575,361,549,465,598,395,476,591,447,339,519,715,537
6,0,394,350,346,364,465,415,443,244,481,355,434,289,457,428,399,400,260,340,307,525,337,156
7,1,373,450,310,167,193,511,445,497,300,589,573,537,249,408,331,445,322,559,439,441,279,439
7,1,377,450,456,517,382,568,508,434,566,429,387,555,243,166,405,647,360,508,319,323,496,551
7,1,392,450,450,387,443,372,316,447,465,635,435,386,581,359,401,500,445,511,326,262,476,611
6,0,384,350,291,185,383,569,560,390,497,582,393,370,542,516,301,327,372,203,308,398,238,587
6,0,441,350,446,523,494,412,497,432,491,422,450,305,447,418,419,158,526,528,396,397,391,439
7,0,390,335,378,207,256,269,436,331,406,343,359,334,359,447,418,409,447,449,333,395,340,174
6,1,410,463,342,446,424,450,401,465,319,380,401,526,352,426,322,337,482,453,617,405,474,414
7,1,374,450,503,416,487,257,412,493,485,275,224,480,358,437,435,642,520,635,304,424,414,444
6,0,384,350,334,414,449,255,199,304,586,337,359,268,296,303,347,386,390,239,346,297,423,421
6,1,391,462,300,623,457,384,438,412,356,416,325,473,280,539,424,530,450,443,490,453,401,606
7,1,424,450,265,309,402,493,485,430,481,531,443,501,341,493,375,453,415,604,426,529,348,435
7,1,372,450,482,585,365,443,327,521,431,411,333,267,271,307,339,549,311,409,529,461,349,414
6,1,401,450,585,511,352,335,404,545,425,352,272,395,526,570,367,493,531,417,388,367,372,513
6,0,402,350,485,496,321,450,91,325,559,243,363,398,476,350,454,334,478,377,550,272,372,453
7,1,396,450,336,562,339,372,467,279,411,456,372,685,383,430,323,393,400,495,327,245,281,631
6,0,432,350,499,271,485,312,326,272,424,277,516,427,238,229,413,217,384,282,329,347,446,338
6,1,417,488,426,496,485,425,407,504,142,540,407,730,290,478,221,459,367,458,485,583,385,507
7,1,447,450,449,439,518,290,501,399,451,408,255,323,574,454,487,495,475,449,429,531,626,370
7,1,393,450,276,480,501,543,367,353,415,509,328,351,440,509,343,342,317,478,398,642,569,544
6,1,407,456,559,628,400,309,417,320,224,328,299,416,419,356,344,411,299,507,436,469,344,585
6,0,445,350,393,198,554,490,380,176,372,284,363,325,359,576,270,530,412,442,341,181,446,229
6,0,358,350,355,498,389,347,242,413,360,166,315,280,373,288,508,313,362,452,261,220,289,272
7,0,400,350,357,314,461,285,399,358,623,385,424,205,305,438,401,545,439,289,464,197,342,437
7,1,380,450,385,354,97,426,408,458,283,357,259,501,408,484,354,503,404,420,192,450,277,347
7,1,358,450,364,450,328,480,357,575,451,420,288,283,425,370,464,328,107,254,285,441,333,399
6,0,428,350,440,380,383,327,390,583,324,306,389,350,334,316,419,250,442,534,468,415,427,173
7,1,401,450,367,303,259,522,458,469,263,571,353,378,445,516,418,326,390,323,388,503,331,415
7,0,394,345,517,316,616,341,437,479,302,353,396,202,460,211,298,338,329,539,507,416,452,399
7,1,417,450,527,344,573,325,300,485,305,330,354,423,352,381,594,525,425,443,356,420,386,462
7,1,406,450,627,350,358,449,187,362,367,264,588,319,315,355,392,363,334,472,490,481,556,432
6,0,379,350,474,326,333,427,449,469,426,217,373,365,203,584,509,470,381,400,318,274,322,137
7,0,386,322,505,351,316,377,530,255,370,362,269,430,371,175,273,259,390,281,373,301,289,245
7,1,449,450,458,520,312,391,487,320,452,423,404,381,526,364,407,491,445,525,603,599,303,445
7,0,399,350,396,412,300,189,509,357,378,548,445,551,505,366,289,406,423,296,390,331,464,343
7,1,372,450,526,663,483,421,375,330,339,264,420,370,436,516,425,437,370,409,221,374,277,626
7,0,418,305,403,287,408,342,527,348,624,228,397,191,431,313,384,415,593,240,352,328,436,127
6,0,432,350,376,477,530,323,410,447,424,407,435,348,497,420,527,426,352,388,303,312,519,333
7,1,386,450,331,634,398,424,358,526,354,628,236,494,374,486,264,645,414,385,451,574,438,518
7,1,448,450,344,387,344,225,527,605,552,505,479,387,334,383,555,474,435,506,546,512,328,659
6,0,387,350,364,274,272,257,339,329,398,362,353,229,335,344,285,294,427,418,399,303,423,389
6,1,406,454,287,445,478,543,103,476,392,363,488,366,342,450,412,597,587,449,559,333,304,426
6,1,415,483,383,344,501,317,380,583,262,407,353,397,321,457,556,637,434,537,445,648,354,352
6,1,407,457,378,487,339,416,224,407,480,615,289,576,536,535,363,284,445,481,448,571,232,571
7,0,401,350,429,217,467,420,345,301,491,508,480,282,392,369,335,285,230,353,403,282,427,588
7,0,408,341,240,206,425,322,352,197,379,252,442,363,437,217,530,256,484,239,561,379,465,347
6,1,412,469,384,324,352,220,603,429,324,369,251,415,458,575,473,408,487,294,350,272,348,522
7,1,449,450,441,457,458,498,446,478,339,396,578,461,495,335,263,426,398,387,638,275,438,370
7,0,404,348,379,318,253,408,501,420,372,323,430,360,444,494,499,407,386,275,443,306,415,346
7,1,373,450,436,425,330,319,383,521,411,433,344,336,357,428,491,471,479,395,339,595,224,637
6,0,390,350,298,445,254,268,421,137,583,488,379,386,417,243,200,451,556,303,692,117,425,419
6,1,417,492,511,519,414,577,315,465,329,504,329,499,564,406,342,365,530,603,539,583,510,392
6,0,431,350,568,439,349,189,578,322,540,361,454,365,453,299,475,295,530,406,474,376,379,350
6,1,396,452,419,451,313,410,322,454,415,429,492,390,339,461,354,433,421,599,362,476,443,560
6,1,416,485,484,612,397,289,469,616,523,424,431,490,443,346,478,300,433,442,390,653,446,541
7,1,367,450,477,366,310,403,556,637,420,482,302,355,284,423,187,299,476,427,391,371,183,305
6,0,427,350,355,529,426,282,531,319,422,227,270,295,485,397,381,490,421,310,256,250,481,275
6,0,384,350,392,372,451,461,390,414,558,191,309,278,272,250,166,386,170,246,546,309,150,377
7,0,406,345,444,346,397,309,482,608,389,478,449,348,393,567,369,303,345,307,386,275,473,448
7,0,402,349,284,414,495,356,414,326,302,424,328,357,332,340,442,274,386,179,353,334,415,385
7,0,405,347,281,378,370,297,453,507,260,312,360,274,475,247,509,241,393,353,530,612,429,444
7,1,358,450,439,432,437,292,247,392,315,345,141,359,335,480,326,432,557,516,523,495,267,519
6,1,400,450,408,384,416,514,299,259,208,522,474,596,427,459,580,339,484,262,483,491,407,467
6,1,392,458,404,328,314,350,503,429,383,578,499,606,490,412,429,453,340,255,295,377,448,546
6,1,399,450,418,536,334,425,273,512,447,358,440,363,446,455,397,254,469,453,484,404,598,488
7,0,395,347,355,266,536,485,359,485,428,479,628,280,431,324,262,347,350,203,401,391,534,368
7,1,449,450,307,373,655,502,250,420,404,381,496,376,413,558,664,512,517,523,474,443,448,456
7,1,438,450,430,288,327,509,371,450,425,546,293,324,265,493,599,376,307,355,616,514,514,511
7,1,372,450,459,573,551,329,285,477,341,375,510,546,338,430,321,269,415,446,436,522,440,645
7,1,362,450,389,506,222,553,396,564,361,639,404,382,207,436,392,421,438,381,358,488,320,492
7,0,414,322,346,262,442,401,293,225,270,109,352,233,410,155,471,382,471,422,397,437,746,504
7,1,430,450,398,544,467,394,500,389,419,428,536,407,474,613,402,534,419,605,494,204,361,356
7,0,385,320,430,306,189,407,302,285,349,300,396,297,414,291,262,536,289,159,352,192,309,270
6,1,406,455,552,598,210,394,398,435,452,622,426,493,501,529,512,425,334,475,204,462,555,449
6,0,395,350,359,564,305,285,313,348,369,477,324,539,404,151,474,416,337,322,343,164,438,276
6,0,381,350,368,457,383,281,224,393,278,329,343,354,429,362,422,359,188,277,409,378,409,352
6,1,395,454,269,216,339,427,328,576,415,543,491,460,465,339,593,425,340,505,377,366,345,367
6,0,363,350,163,353,318,526,339,462,432,328,319,363,423,499,445,524,446,288,410,348,442,188
6,0,357,350,282,216,397,330,239,359,364,561,370,139,340,483,259,399,449,302,489,528,313,313
6,1,404,452,494,496,581,486,205,426,508,462,311,350,286,349,361,367,460,602,412,404,567,389
6,1,405,454,462,358,170,367,552,351,339,361,415,577,466,454,363,643,373,326,168,627,502,281
7,1,403,450,149,255,412,433,392,336,273,332,375,373,408,509,260,467,257,453,287,371,376,654
6,1,402,451,310,511,354,527,321,539,422,320,447,268,280,513,342,341,404,337,297,523,406,462
6,1,415,482,283,508,554,375,502,540,432,535,397,317,558,453,681,389,282,417,416,473,431,570
6,1,405,454,393,356,395,564,387,378,293,535,472,417,450,424,423,576,453,549,330,492,352,500
6,1,401,450,363,496,432,545,367,522,244,448,363,503,283,597,303,729,570,492,397,449,222,559
6,0,402,350,296,458,403,334,492,328,316,350,353,333,397,293,393,253,624,510,485,387,209,258
6,1,385,483,423,541,302,531,325,516,362,536,288,674,395,516,552,409,421,470,405,630,279,541
7,1,434,450,326,425,545,458,376,427,463,431,396,237,417,452,421,540,539,536,327,285,455,393
6,0,370,350,289,506,246,433,207,381,338,334,423,387,370,570,490,210,448,205,462,312,337,458
7,1,423,450,333,389,365,251,464,300,348,442,438,405,495,399,424,453,423,385,415,503,404,401
7,0,415,317,394,368,357,106,308,356,417,273,604,156,524,198,438,160,428,263,507,283,592,338
7,0,393,344,435,208,337,310,285,316,344,326,379,390,226,215,320,339,430,362,447,387,464,240
6,0,356,350,603,325,438,529,367,357,203,445,332,363,463,237,276,305,444,351,367,303,343,538
6,1,411,466,248,465,243,372,333,333,702,490,267,510,408,402,411,387,361,344,439,433,504,591
7,1,434,450,569,568,317,370,526,352,527,424,607,581,508,461,514,458,388,492,533,560,474,340
6,0,377,350,467,424,311,363,366,286,420,207,496,529,506,260,502,245,334,358,324,306,416,430
7,1,441,450,384,517,553,343,538,280,587,280,502,371,408,524,464,340,494,438,312,358,571,379
6,0,407,350,487,515,229,373,282,397,444,418,290,360,544,473,378,505,477,477,453,302,296,442
7,0,393,343,369,480,262,384,219,344,198,319,517,130,257,246,481,351,269,298,580,274,424,274
7,1,355,450,394,512,386,374,425,412,470,410,349,373,324,413,367,440,283,461,446,473,315,455
7,0,391,339,431,293,232,118,234,280,396,395,485,312,470,419,492,490,451,277,353,270,182,156
6,0,412,350,619,242,504,429,336,380,562,231,345,352,286,324,454,243,512,300,388,429,413,445
