Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
4,0,399,350,436,337,407,480,451,346,415,176,199,377,484,225,290,339,483,318,388,154,427,443
5,0,400,350,450,301,351,348,374,315,620,517,498,294,217,338,376,345,409,441,559,319,334,354
5,1,407,450,586,478,500,469,495,328,362,580,437,626,412,534,406,429,172,505,451,561,481,449
5,0,400,350,387,407,564,294,406,410,215,233,469,331,450,281,342,613,438,466,567,320,255,272
5,1,380,450,452,419,337,401,212,361,204,550,475,422,392,202,502,573,235,519,296,412,334,339
4,1,400,450,383,527,364,481,478,482,292,414,503,414,205,483,364,483,493,579,326,322,373,391
4,0,396,350,412,281,429,376,317,288,524,311,436,338,407,485,278,451,470,319,369,372,447,234
5,0,400,350,398,335,209,374,480,412,222,452,313,403,470,478,384,393,337,245,333,255,701,371
4,1,400,450,446,450,287,355,587,533,509,195,380,493,471,454,227,470,404,441,364,520,258,497
5,1,353,450,283,310,490,341,390,292,269,535,408,226,389,450,315,337,408,471,641,415,504,367
4,1,400,450,336,425,572,506,373,548,129,567,203,275,456,347,319,453,484,270,363,518,216,422
5,1,405,450,487,382,457,646,478,508,476,521,288,541,423,314,267,357,585,575,378,402,395,633
5,0,400,350,390,193,352,334,176,312,445,387,318,424,481,307,562,412,436,312,407,309,398,387
5,1,367,450,424,356,418,522,484,518,320,213,374,425,270,506,240,571,396,546,428,559,235,418
5,0,400,350,507,435,532,427,264,496,205,376,272,356,448,437,366,355,421,333,505,360,466,401
5,1,409,450,534,434,446,669,311,525,389,511,502,437,300,409,369,397,357,288,393,332,461,458
4,1,400,450,549,447,298,438,349,391,643,340,378,553,331,422,652,343,400,682,283,639,355,415
4,0,420,350,406,427,317,275,561,418,197,351,451,320,304,332,365,381,620,329,552,377,294,366
5,1,442,450,514,435,473,439,411,472,347,417,376,472,505,484,369,647,382,368,404,277,451,478
5,0,400,350,552,372,423,180,334,419,465,428,482,320,382,317,519,277,384,449,267,494,568,334
4,0,400,350,509,357,444,302,486,217,551,474,424,332,436,324,504,302,250,336,616,369,439,343
5,1,428,450,414,425,415,348,198,298,349,423,429,488,278,383,311,600,528,552,448,377,320,631
5,1,386,450,292,555,342,443,434,454,164,390,485,358,574,432,334,409,623,258,276,508,413,382
5,0,400,350,449,434,430,493,347,257,251,252,375,368,383,399,595,525,325,341,588,361,501,409
5,1,365,450,352,515,236,420,408,426,162,574,371,413,525,374,234,419,381,365,663,553,402,435
4,1,400,450,403,360,695,486,322,472,551,487,405,409,549,346,445,466,419,362,445,352,503,537
5,1,386,450,528,362,445,493,558,382,264,474,292,464,133,558,325,505,353,437,437,322,539,392
4,0,420,350,312,226,435,412,423,390,318,359,539,397,439,473,394,254,494,557,376,345,351,349
4,1,400,450,549,398,525,409,320,541,284,558,414,477,596,571,519,404,525,269,528,414,484,438
4,0,421,350,566,389,430,442,262,206,319,353,476,378,442,204,520,257,440,254,491,252,429,399
4,0,404,350,423,368,311,478,257,270,546,411,338,437,516,433,394,339,495,556,587,320,508,313
5,1,371,450,504,493,435,582,393,453,374,324,323,588,448,396,345,470,362,442,310,446,294,534
5,1,422,450,414,542,448,609,569,312,405,498,503,333,345,371,409,477,315,458,458,425,421,266
5,1,371,450,276,391,441,465,351,477,402,387,373,543,399,389,251,404,341,446,265,407,460,525
5,0,400,350,447,468,224,261,220,290,477,341,342,521,342,352,515,424,360,374,319,393,237,256
5,0,400,350,346,190,320,364,195,327,525,436,423,394,529,275,346,321,573,318,439,417,401,380
5,0,400,350,355,465,339,263,305,449,417,319,334,319,486,268,124,307,380,446,561,424,565,300
4,1,400,450,319,379,412,641,504,506,314,637,428,587,378,233,421,439,435,545,325,467,269,553
5,0,400,350,264,337,394,256,498,459,376,497,496,288,455,254,350,84,356,377,426,306,434,217
4,0,403,350,402,479,198,168,340,375,507,485,348,324,344,213,308,443,408,434,381,209,429,251
