Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
4,1,400,450,405,289,328,480,477,562,439,626,282,538,472,476,600,530,218,535,513,530,327,452
4,0,428,350,458,350,471,275,354,296,400,388,287,209,457,253,512,312,267,307,569,397,429,194
4,1,400,450,337,412,221,188,415,366,457,366,169,551,499,185,324,489,416,501,337,212,427,564
4,0,394,350,495,629,346,355,464,283,443,331,406,290,538,394,484,373,324,321,320,446,363,397
4,1,400,450,692,476,498,161,609,541,425,385,425,601,618,276,529,381,400,418,353,473,413,367
5,1,385,450,345,457,447,374,588,388,371,260,518,411,398,442,445,412,474,409,476,487,477,485
5,0,400,350,437,423,503,218,284,272,294,459,651,282,556,416,145,535,250,362,329,319,354,345
5,0,400,350,319,273,582,222,470,354,439,612,299,269,413,197,377,471,162,478,292,254,361,446
5,1,369,450,321,415,182,635,114,407,253,503,137,553,310,238,243,494,384,515,397,414,426,495
5,0,400,350,464,401,153,377,299,408,487,371,516,260,287,487,371,320,514,65,417,338,287,322
5,0,400,350,464,375,406,216,396,160,291,371,390,313,539,499,442,352,384,476,339,258,437,466
5,0,400,350,574,469,461,380,393,326,349,436,309,233,504,333,156,483,476,475,366,235,389,369
5,0,400,350,387,403,428,329,535,394,337,343,384,392,496,394,506,163,480,419,422,147,549,221
4,1,400,450,211,584,435,410,210,525,455,399,338,478,546,429,522,558,454,321,341,525,330,432
4,1,400,450,447,658,313,440,404,655,508,473,431,430,319,549,304,403,520,509,305,316,366,646
5,1,384,450,361,519,224,238,447,495,437,584,360,378,241,373,391,385,330,545,363,598,517,475
4,1,400,450,347,364,431,504,541,461,315,237,298,360,382,451,459,649,325,432,212,407,426,485
4,0,427,350,405,377,391,385,334,592,533,523,547,518,490,414,381,308,468,370,423,463,174,483
4,0,430,350,309,268,503,410,430,374,472,344,562,109,462,268,466,83,416,367,462,367,375,379
4,0,424,350,351,207,356,251,330,652,382,346,232,432,370,453,425,299,344,301,533,466,314,205
4,1,400,450,323,464,448,480,224,540,383,364,455,284,351,549,318,449,478,364,423,621,422,616
5,0,400,350,386,259,516,343,315,190,465,324,334,371,393,446,266,218,384,398,502,292,382,466
5,1,386,450,394,526,348,232,240,443,397,424,371,570,447,392,421,360,111,418,273,690,481,545
4,0,427,350,333,391,420,360,371,342,370,229,384,334,561,347,508,461,458,325,503,324,317,362
5,0,400,350,344,390,454,455,324,305,399,343,548,433,306,335,366,235,469,423,361,342,393,511
5,0,400,350,278,328,454,485,508,513,386,334,486,347,467,375,534,372,445,277,478,322,481,487
4,1,400,450,235,549,457,318,189,271,444,412,517,491,423,384,492,517,346,474,371,434,319,610
4,0,417,350,331,340,261,440,296,304,300,304,324,334,313,310,298,272,384,429,522,369,344,160
5,1,351,450,335,615,220,415,527,338,543,551,475,527,306,442,342,495,332,258,372,423,469,359
4,1,400,450,413,488,470,673,396,594,300,372,395,423,265,429,524,626,409,481,312,253,323,339
4,0,445,350,720,365,479,487,503,429,489,488,464,279,333,364,343,484,325,179,439,371,396,62
5,1,431,450,425,565,434,479,459,495,255,482,383,476,374,374,411,359,447,452,273,490,310,481
4,0,420,350,404,133,652,219,453,381,293,394,422,239,369,428,452,309,428,212,513,444,382,237
4,0,373,350,358,452,259,179,243,314,404,374,311,255,279,555,287,564,405,584,403,340,333,579
4,0,441,350,471,347,462,268,468,233,500,308,448,368,520,311,461,320,551,370,340,412,438,407
4,1,400,450,407,464,473,528,402,340,441,498,334,444,329,455,572,652,498,346,332,395,342,677
4,0,384,350,519,644,259,358,350,376,492,353,528,47,75,313,352,365,259,392,256,406,394,196
5,0,400,350,320,255,63,330,452,253,496,350,326,318,469,227,372,171,401,377,470,355,569,396
4,0,402,350,430,431,394,494,328,401,272,472,460,320,284,330,458,299,514,507,389,234,403,480
5,1,420,450,320,384,304,509,448,552,276,400,617,470,368,371,403,508,386,673,489,502,300,432
4,0,398,350,497,379,335,461,409,376,507,345,349,339,391,517,381,450,385,413,444,488,637,352
5,0,400,350,628,322,346,345,180,197,437,293,426,314,326,392,240,402,248,286,327,367,325,291
4,1,400,450,281,524,216,551,433,297,482,731,272,474,483,324,340,449,352,464,388,398,438,578
5,0,400,350,132,303,460,242,427,349,481,448,373,295,395,438,440,488,315,487,376,419,419,349
4,1,400,450,280,292,395,314,301,367,414,512,299,466,457,501,223,616,520,441,413,369,732,503
4,1,400,450,377,447,270,443,291,463,453,396,408,524,451,529,373,444,293,433,372,738,362,580
4,1,400,450,282,343,495,455,497,502,528,365,310,557,401,372,345,370,403,359,421,409,465,509
5,0,400,350,468,227,396,342,246,480,526,305,341,284,190,357,342,237,503,314,363,515,488,368
4,1,400,450,358,577,312,483,403,398,285,354,428,379,534,439,376,425,309,493,293,388,394,488
5,1,438,450,399,458,482,422,454,408,480,557,573,564,571,459,551,500,400,411,357,485,337,562
5,1,447,450,459,200,369,499,347,286,500,474,473,332,310,688,600,653,420,535,660,422,401,507
5,1,448,450,507,339,553,297,510,300,421,489,504,596,332,495,504,424,630,408,423,483,676,418
5,1,355,450,326,387,500,471,299,430,348,423,394,535,278,387,276,400,444,422,497,385,252,457
4,0,424,350,350,340,518,403,467,382,409,356,389,484,423,257,504,372,425,250,521,546,338,332
4,0,416,350,645,256,251,296,215,463,445,488,514,353,543,446,445,445,458,411,403,142,372,168
5,1,354,450,277,265,191,589,290,573,536,604,398,410,309,452,278,496,384,474,254,626,426,505
4,1,400,450,586,229,283,529,397,494,398,506,477,390,380,517,489,460,513,458,171,406,446,432
4,1,400,450,379,379,257,428,602,374,369,321,449,418,365,360,337,544,480,372,472,511,591,439
4,1,400,450,453,346,386,535,347,326,341,414,285,377,347,412,480,286,374,467,484,529,403,432
5,0,400,350,351,605,249,348,553,272,528,340,386,228,370,354,453,397,474,304,444,384,495,523
5,0,400,350,455,511,366,421,314,328,371,437,398,360,357,362,319,290,458,323,301,275,488,389
5,1,409,450,291,318,365,365,530,518,329,476,452,519,366,540,527,494,362,590,493,397,486,443
5,0,400,350,518,337,393,263,617,401,350,269,481,465,449,347,248,544,115,189,394,359,420,159
4,1,400,450,391,353,611,514,492,583,413,341,421,543,497,474,405,583,407,519,517,399,357,568
4,1,400,450,499,408,569,474,667,529,480,494,447,292,270,393,391,489,288,448,327,482,418,470
5,1,408,450,320,368,426,450,470,368,429,346,250,531,422,628,407,564,466,567,332,441,390,252
5,1,404,450,275,391,382,492,484,382,479,540,480,386,538,438,253,322,395,575,376,635,391,576
5,1,375,450,320,408,410,460,213,254,497,492,406,358,401,570,280,487,390,397,479,574,378,325
5,1,381,450,374,400,521,484,359,453,302,641,359,287,234,512,361,432,287,421,535,499,447,676
4,0,391,350,391,131,293,72,279,344,368,229,488,284,203,277,379,231,523,448,389,364,363,397
5,1,403,450,486,431,437,399,475,447,321,380,418,462,436,542,313,496,400,368,328,619,319,492
4,1,400,450,433,408,548,484,480,557,317,555,252,511,646,525,368,423,476,623,484,357,263,419
4,0,415,350,329,345,439,181,369,228,400,350,411,363,313,412,446,293,266,365,403,163,261,343
5,0,400,350,414,385,487,256,214,315,307,293,449,224,269,417,454,288,381,453,568,327,271,291
5,1,426,450,554,468,451,540,348,314,481,491,211,381,380,503,368,412,471,467,378,466,431,637
5,1,366,450,373,512,442,417,82,471,176,426,559,264,263,468,221,326,249,386,302,466,346,450
5,0,400,350,484,421,388,306,580,462,236,280,191,430,320,511,326,252,574,513,515,118,427,534
4,0,379,350,405,309,390,302,423,407,502,207,572,306,320,287,411,309,205,327,349,412,414,320
5,1,358,450,253,278,222,398,469,380,296,387,282,438,415,319,468,359,364,530,249,311,425,483
4,1,400,450,581,490,548,461,310,372,331,361,343,634,275,502,255,294,350,434,484,487,372,614
4,1,400,450,299,471,515,385,477,411,453,523,445,389,336,410,138,409,198,347,602,518,416,477
4,0,379,350,110,217,459,395,305,383,378,229,398,124,435,417,381,300,296,368,497,264,440,367
4,0,353,350,270,461,404,382,395,393,378,317,438,313,336,413,382,302,266,544,401,220,326,277
5,0,400,350,380,500,183,348,407,143,298,382,583,406,326,247,374,305,254,597,276,260,566,277
4,0,415,350,619,465,420,319,449,236,450,485,456,387,506,456,556,390,635,355,359,226,443,224
5,0,400,350,504,307,305,212,480,374,464,288,406,263,383,555,430,527,513,326,596,391,519,408
4,0,391,350,510,280,197,308,564,281,408,359,551,180,410,217,398,405,269,488,310,377,377,338
4,1,400,450,561,271,427,258,267,433,352,468,475,480,406,377,486,443,378,528,218,484,537,264
5,1,415,450,321,340,490,498,297,254,381,550,363,560,300,431,250,413,285,611,362,492,364,332
4,0,373,350,583,305,394,278,492,321,228,503,311,263,451,297,368,367,371,159,480,497,193,317
5,0,400,350,395,354,415,221,153,461,253,230,428,264,445,334,410,416,483,255,457,336,471,369
4,1,400,450,201,424,218,425,434,619,152,446,546,328,597,485,398,385,219,329,361,382,379,427
5,0,400,350,363,301,485,282,448,489,407,459,410,214,393,403,645,276,400,260,297,413,239,291
4,1,400,450,354,627,179,507,619,296,461,406,468,441,474,535,423,432,474,410,557,489,442,288
5,0,400,350,457,403,370,285,219,351,475,475,193,396,410,464,296,561,417,430,565,278,247,222
4,1,400,450,266,518,391,438,403,495,365,387,318,398,552,648,232,494,186,198,489,243,242,341
4,0,382,350,380,243,499,256,283,448,308,212,219,245,325,337,221,667,316,347,354,447,612,439
4,0,404,350,305,417,469,329,531,339,410,318,441,352,390,411,475,308,319,560,419,328,528,313
5,0,400,350,374,498,458,571,177,285,376,496,353,196,357,412,417,374,392,330,415,346,329,316
5,0,400,350,287,410,427,113,288,527,382,369,324,525,396,383,463,323,378,420,516,497,333,485
4,0,396,350,344,419,391,382,284,451,388,430,369,429,348,282,530,359,272,348,577,447,556,282
5,0,400,350,256,96,252,486,320,288,377,202,273,267,326,334,414,282,339,462,455,448,362,258
5,0,400,350,403,422,499,328,486,449,406,400,426,365,609,339,209,328,364,112,253,333,286,383
4,0,389,350,322,178,349,346,491,566,335,303,369,381,374,341,351,480,444,362,340,375,306,214
5,1,433,450,644,443,693,652,297,118,535,393,363,508,333,369,329,525,370,410,434,454,223,524
5,1,361,450,417,465,258,382,226,646,297,508,453,439,298,495,149,452,521,408,353,414,377,593
4,1,400,450,493,334,452,362,505,409,484,412,152,306,437,373,343,565,345,504,350,394,374,680
5,0,400,350,371,491,309,591,345,346,323,217,291,268,324,458,440,303,271,428,572,220,470,377
4,0,403,350,392,283,451,370,397,268,294,296,364,368,428,349,380,535,441,335,491,548,644,397
4,0,428,350,499,316,186,345,395,442,218,302,380,499,237,332,239,282,283,421,443,378,256,467
4,1,400,450,395,406,319,443,518,546,320,460,402,371,311,431,393,253,450,465,365,363,296,490
4,0,366,350,406,457,435,298,354,307,417,432,315,337,407,158,458,361,419,339,373,389,482,301
4,0,403,350,450,405,514,430,444,281,401,385,582,174,144,356,356,311,530,144,336,284,426,390
5,1,440,450,292,450,519,345,370,659,492,390,507,202,430,555,623,508,550,471,465,442,437,455
5,1,376,450,381,478,346,503,308,742,309,424,386,519,389,293,445,569,454,488,522,524,316,349
4,1,400,450,368,208,271,465,397,433,457,431,461,470,303,440,249,386,233,448,507,383,414,236
5,0,400,350,321,294,346,328,406,438,422,334,356,306,349,195,435,492,335,401,523,476,347,324
5,1,376,450,423,313,324,351,237,499,155,461,356,279,149,489,289,432,316,532,443,638,480,588
4,0,370,350,327,325,343,288,366,253,487,387,383,350,366,487,234,388,473,423,241,540,322,324
5,0,400,350,377,404,447,377,573,130,222,315,555,423,739,383,403,326,308,453,537,315,654,483
4,0,365,350,232,390,446,307,310,334,376,239,210,265,492,340,251,476,465,235,419,353,637,417
4,1,400,450,397,355,389,444,457,388,394,488,388,382,395,400,432,412,426,352,411,419,286,335
5,1,391,450,332,488,374,490,300,487,221,393,634,492,423,657,360,294,363,413,375,408,412,263
4,0,415,350,263,365,461,378,439,328,291,649,413,430,501,223,326,397,374,342,274,326,408,349
5,1,366,450,311,375,346,415,364,424,323,678,337,338,386,397,521,472,255,473,465,501,476,532
4,0,408,350,461,487,448,325,312,277,451,353,432,544,347,249,346,246,448,297,422,224,346,498
4,1,400,450,133,261,527,523,438,358,355,236,559,452,289,591,415,364,204,554,429,331,368,568
5,0,400,350,443,302,272,368,459,232,359,370,506,310,251,415,324,209,372,193,480,278,304,510
4,1,400,450,380,408,465,436,501,520,596,506,327,431,232,596,204,378,601,338,421,548,468,455
5,1,350,450,377,552,383,398,328,531,404,388,176,589,343,218,371,552,157,552,163,432,371,474
4,0,428,350,501,433,316,204,381,349,646,522,477,347,488,283,263,341,441,382,307,61,411,406
4,0,382,350,364,374,517,435,483,335,399,421,460,201,282,559,337,464,471,144,375,377,700,430
5,0,400,350,440,340,489,387,304,536,393,280,450,108,213,368,398,444,307,228,426,388,536,532
4,0,383,350,564,513,328,161,589,323,375,271,351,297,346,467,400,387,217,313,296,317,419,352
5,0,400,350,436,327,439,355,442,208,329,431,500,534,440,430,455,401,477,322,340,278,405,214
5,0,400,350,463,568,316,346,429,411,432,428,341,452,358,323,401,415,433,465,629,525,322,318
5,1,415,450,360,295,355,376,449,470,330,338,510,486,446,335,497,419,325,401,288,506,423,428
4,1,400,450,566,552,278,353,548,441,577,505,348,514,515,512,437,548,484,385,444,498,468,322
4,0,373,350,339,416,386,295,209,366,276,256,421,351,492,223,246,386,436,356,393,413,241,360
5,1,380,450,478,347,339,297,174,442,516,341,456,348,389,484,472,356,154,475,579,595,344,393
5,1,397,450,391,413,526,214,417,460,557,464,369,391,355,513,457,458,436,236,423,433,449,306
4,0,434,350,457,463,435,456,536,314,416,646,474,356,442,500,551,284,434,416,497,339,493,265
5,1,408,450,270,478,374,227,463,478,420,223,412,395,410,449,444,490,317,323,285,501,523,542
5,1,387,450,520,438,352,533,425,371,430,170,289,492,473,549,472,307,434,292,320,393,494,389
5,1,421,450,261,486,254,483,590,500,348,542,571,353,422,490,466,427,286,317,409,590,584,434
5,0,400,350,366,413,254,390,338,289,504,386,279,307,283,323,502,423,410,405,309,482,366,319
5,0,400,350,612,448,286,239,381,276,359,348,283,249,468,425,430,406,410,394,335,506,508,388
4,1,400,450,582,375,146,354,172,457,559,240,198,285,403,453,501,434,505,493,448,294,571,550
4,0,351,350,275,335,306,316,372,160,338,475,358,256,305,413,346,350,438,323,482,469,347,402
5,1,375,450,405,510,321,539,135,371,370,324,348,287,414,637,435,316,386,368,504,523,481,527
4,1,400,450,514,478,443,587,488,421,302,406,462,366,411,435,414,509,388,380,332,499,418,552
5,0,400,350,300,342,439,537,411,253,508,532,270,259,253,328,178,252,433,313,510,338,440,520
4,1,400,450,321,515,570,359,379,411,344,387,312,524,209,618,633,602,385,306,422,465,457,636
4,0,436,350,313,70,372,184,370,494,404,268,619,305,415,507,505,404,416,368,342,286,452,401
5,0,400,350,431,406,376,215,447,351,366,331,319,249,385,380,458,387,389,348,344,340,481,319
5,1,387,450,332,438,299,305,467,510,367,234,412,403,448,480,385,257,404,297,331,415,501,582
4,1,400,450,384,386,373,513,316,417,340,203,375,453,351,614,453,498,457,543,411,262,410,478
5,1,445,450,415,211,609,521,293,482,362,509,512,255,375,492,732,426,339,445,261,341,495,468
5,1,378,450,403,536,362,426,544,540,475,318,413,367,547,424,376,324,339,458,403,543,480,339
4,1,400,450,504,496,468,384,277,476,329,452,382,379,400,332,447,620,433,508,336,387,553,423
5,1,402,450,330,490,305,561,421,383,377,455,436,445,437,405,315,316,383,441,522,356,344,425
4,0,358,350,366,346,370,321,490,97,457,534,383,334,265,373,436,390,484,380,315,263,308,521
4,1,400,450,472,293,202,432,338,544,317,539,325,497,478,406,406,470,442,435,300,583,425,752
4,1,400,450,466,686,374,256,398,508,437,459,403,562,500,425,411,555,563,329,447,370,437,396
4,1,400,450,367,380,395,451,297,394,461,523,493,607,191,443,352,530,295,527,267,300,499,530
4,1,400,450,358,493,301,459,424,472,284,561,509,373,396,654,394,394,383,441,409,385,341,398
4,0,434,350,588,294,316,199,362,534,361,407,371,503,432,281,567,486,476,249,350,480,336,253
5,1,377,450,245,469,388,359,377,428,380,528,336,334,332,532,417,645,370,516,462,416,530,486
4,1,400,450,325,509,377,579,228,438,458,422,384,419,328,557,466,553,362,541,535,336,269,444
5,1,403,450,364,636,337,552,280,536,476,348,427,400,259,490,337,669,424,231,264,485,607,424
4,1,400,450,286,363,478,422,323,391,627,411,436,405,391,257,457,484,298,624,444,507,474,512
4,1,400,450,406,249,412,259,343,624,256,329,342,399,401,175,474,314,499,424,395,398,297,408
5,0,400,350,798,345,434,305,467,462,272,322,398,293,375,170,510,214,572,435,609,298,498,367
4,1,400,450,478,413,309,531,454,438,503,473,474,423,486,522,444,647,275,432,472,418,491,498
5,0,400,350,391,370,301,303,331,424,468,310,331,426,526,340,432,374,515,453,424,416,369,310
4,1,400,450,402,427,505,528,186,310,284,457,484,419,294,538,516,391,368,358,448,256,399,466
5,0,400,350,489,466,541,299,269,301,371,193,454,366,490,257,256,523,430,263,306,157,532,288
4,0,439,350,596,449,339,261,674,304,523,223,408,399,362,369,541,364,409,425,452,281,253,290
5,1,374,450,458,536,224,616,380,428,367,583,404,436,415,539,254,514,334,587,390,486,322,351
4,1,400,450,496,365,471,572,340,511,271,450,280,387,420,488,499,511,499,391,469,406,448,470
5,0,400,350,532,335,473,355,222,401,519,510,317,483,382,401,498,526,329,456,253,479,441,504
4,0,402,350,310,296,525,193,467,390,430,325,429,340,381,174,584,348,418,448,310,304,305,321
4,1,400,450,538,538,542,485,541,457,384,409,370,532,334,397,461,279,389,519,418,517,535,162
5,0,400,350,401,350,249,300,331,366,401,362,519,332,457,263,384,332,410,302,446,336,380,290
5,0,400,350,476,226,252,362,683,178,441,290,487,335,388,219,482,289,289,319,629,440,354,327
4,0,386,350,244,299,423,105,334,433,362,448,202,559,531,263,211,300,238,418,315,266,313,191
5,1,432,450,401,571,380,416,381,382,473,480,468,518,361,422,278,366,300,521,460,479,381,418
5,0,400,350,498,348,543,410,224,390,448,330,282,288,298,345,294,399,280,291,381,476,428,243
5,1,401,450,445,279,394,375,455,569,453,417,470,509,480,384,167,346,407,405,373,399,402,295
4,1,400,450,440,465,577,567,445,491,371,400,622,355,432,336,255,596,266,505,458,445,574,359
4,0,384,350,522,309,396,163,317,427,316,434,381,354,212,197,224,346,515,375,147,233,380,285
5,0,400,350,700,264,475,296,432,267,516,205,386,437,507,297,515,396,349,374,397,388,579,350
5,0,400,350,466,489,667,513,372,393,592,310,377,236,379,458,349,205,435,518,546,275,242,280
4,0,371,350,269,504,632,343,480,548,397,248,209,282,210,142,338,357,210,307,296,441,377,413
4,0,354,350,411,251,472,350,416,421,512,263,260,337,373,167,364,474,274,367,464,242,218,445
4,1,400,450,333,397,316,514,605,514,485,299,307,424,449,421,332,343,195,609,245,401,254,532
4,1,400,450,223,512,395,560,538,489,300,490,375,484,413,529,398,369,464,442,390,435,437,591
4,1,400,450,477,380,157,671,368,392,348,375,342,422,519,439,399,377,494,355,262,418,534,459
4,0,434,350,634,454,386,320,376,261,506,429,253,424,454,298,582,455,560,333,227,499,629,417
4,0,390,350,588,335,390,464,268,404,350,395,413,426,413,337,248,269,481,254,295,86,430,428
4,0,356,350,170,374,282,464,258,410,159,253,343,433,312,316,325,397,231,355,510,558,169,334
4,1,400,450,367,485,533,531,355,486,223,527,499,352,375,677,399,367,436,469,534,534,346,389
4,1,400,450,558,514,469,399,378,668,628,369,484,290,392,615,439,373,330,485,400,483,320,516
5,1,438,450,301,411,234,396,560,550,348,441,506,357,372,536,368,461,476,337,434,493,306,397
5,0,400,350,332,511,502,263,475,233,537,215,349,273,392,395,540,371,266,246,494,458,415,394
4,0,359,350,483,475,301,206,311,328,521,328,452,208,218,534,288,311,258,448,377,348,208,443
4,0,414,350,258,252,463,429,437,385,485,317,249,343,417,490,425,391,606,489,148,351,453,401
4,0,422,350,555,448,451,534,437,425,562,478,254,348,223,494,270,394,270,408,382,203,516,431
4,0,387,350,466,504,472,305,394,442,449,286,382,331,517,226,275,403,471,160,453,247,364,576
4,0,398,350,368,276,314,433,267,436,493,322,417,321,609,160,398,288,291,462,347,381,78,189
4,0,355,350,291,246,367,460,385,376,267,394,429,410,319,266,387,351,355,314,276,443,229,285
4,0,398,350,400,408,527,303,413,252,475,337,534,422,410,347,227,357,642,410,403,379,460,347
5,0,400,350,425,279,451,396,244,284,320,364,378,538,623,211,598,351,381,454,326,260,516,513
4,0,426,350,525,249,288,468,325,194,321,405,420,434,491,306,552,294,153,270,514,433,425,459
4,0,360,350,309,442,364,446,431,249,453,438,348,291,303,453,412,331,82,449,383,226,381,365
4,0,361,350,436,430,260,506,514,492,329,306,285,448,304,319,312,386,263,353,316,422,329,384
5,1,419,450,305,279,370,395,318,504,481,381,388,513,324,358,481,644,314,419,522,598,430,598
4,1,400,450,382,378,496,314,467,564,271,360,502,504,309,405,533,482,332,718,386,549,441,486
5,1,417,450,302,534,626,533,522,481,388,596,638,422,355,373,434,509,331,455,315,506,441,328
4,0,365,350,419,363,470,254,399,395,240,361,396,40,315,532,309,407,446,344,314,338,297,274
4,0,439,350,481,386,487,390,300,471,410,310,319,386,557,375,489,252,409,467,581,399,413,330
4,0,395,350,316,255,425,420,383,409,356,515,547,451,511,258,488,266,223,466,372,374,396,494
5,0,400,350,443,168,412,157,382,359,477,224,527,380,461,386,498,277,434,297,592,409,334,203
4,0,372,350,412,412,272,353,443,258,451,406,316,648,343,492,348,371,298,298,289,147,355,293
5,1,404,450,567,344,552,607,421,427,449,523,470,492,463,384,212,383,352,346,374,393,546,351
5,0,400,350,541,359,423,498,183,343,227,499,594,272,227,351,434,345,385,400,600,360,367,448
4,0,393,350,285,282,520,335,389,299,434,464,382,454,586,316,387,333,516,395,327,497,236,377
5,1,436,450,418,436,581,518,574,584,622,516,369,479,455,576,305,208,408,459,314,337,366,334
5,1,418,450,159,425,367,265,423,529,592,451,370,510,447,408,309,517,514,440,356,384,538,489
5,1,443,450,312,494,301,465,443,444,413,542,435,361,457,361,566,436,479,402,536,651,452,380
4,0,396,350,153,346,435,300,545,487,388,313,371,250,498,387,274,493,394,176,522,407,348,450
5,0,400,350,446,426,497,330,449,473,397,467,246,216,378,343,481,278,384,151,236,144,696,281
5,1,401,450,408,476,423,493,462,287,540,456,412,591,272,542,407,545,242,423,365,552,442,363
4,1,400,450,399,345,365,471,414,556,568,689,643,517,361,540,456,446,354,517,603,389,395,525
4,1,400,450,265,479,449,480,512,531,304,295,379,434,490,374,368,502,314,442,304,392,537,424
4,1,400,450,314,490,192,337,342,417,548,369,316,421,604,395,583,676,425,474,507,470,544,398
5,1,450,450,303,561,248,411,448,613,465,404,347,538,465,403,544,392,326,415,568,511,503,386
4,1,400,450,364,518,532,590,498,385,434,439,507,514,607,434,274,396,331,424,291,583,435,316
5,1,363,450,401,441,269,408,279,501,466,310,316,439,389,357,264,547,246,399,189,508,457,601
5,0,400,350,495,303,546,300,465,418,219,479,544,401,335,248,306,267,363,596,289,309,439,315
4,0,366,350,391,377,248,325,281,592,285,418,225,411,272,505,355,265,245,348,640,328,343,253
5,0,400,350,312,299,397,424,366,413,373,260,618,412,296,421,522,372,275,385,465,285,370,341
4,1,400,450,381,512,307,457,407,612,456,460,462,474,279,437,358,371,379,460,461,509,230,315
4,1,400,450,370,659,485,505,456,434,488,372,416,347,496,456,285,466,276,431,458,326,418,461
5,0,400,350,282,248,294,485,434,356,434,467,411,281,241,355,555,313,510,357,362,373,204,399
4,0,351,350,463,452,463,305,339,405,413,324,315,337,361,313,270,222,145,384,501,197,220,433
5,0,400,350,601,327,280,178,361,322,305,383,552,299,453,186,345,469,499,361,455,257,276,287
4,1,400,450,492,520,310,405,419,718,344,490,565,629,449,466,353,443,465,433,433,451,394,343
4,1,400,450,490,676,332,469,322,463,403,452,319,546,342,416,533,489,267,328,375,642,203,417
4,1,400,450,342,673,613,653,610,445,498,641,377,706,381,490,267,515,353,430,414,403,482,446
5,0,400,350,180,367,402,366,573,509,359,408,502,430,247,324,368,510,497,513,204,553,333,454
4,0,427,350,459,465,509,370,614,397,230,381,345,275,372,250,293,476,515,466,546,501,468,400
4,1,400,450,387,346,370,383,361,538,223,412,426,434,287,511,313,524,616,461,353,498,420,446
4,0,419,350,418,353,381,466,649,122,272,543,321,488,479,366,351,291,431,159,363,166,398,205
